UUID,Version,Name (de),Name (en),Kategorie (original),Kategorie (en),Konformität,Laenderkennung,Typ,Referenzjahr,Gueltig bis,URL,Declaration owner,Veroeffentlicht am,Registrierungsnummer,Registrierungsstelle,UUID des Vorgängers,Version des Vorgängers,Bezugsgroesse,Bezugseinheit,Referenzfluss-UUID,Referenzfluss-Name,Schuettdichte (kg/m3),Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Ergiebigkeit (m2),Laengengewicht (kg/m),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,biogener Kohlenstoffgehalt (Verpackung) in kg,Modul,Szenario,Szenariobeschreibung,GWP,ODP,POCP,AP,EP,ADPE,ADPF,PERE,PERM,PERT,PENRE,PENRM,PENRT,SM,RSF,NRSF,FW,HWD,NHWD,RWD,CRU,MFR,MER,EEE,EET,AP (A2),GWPtotal (A2),GWPbiogenic (A2),GWPfossil (A2),GWPluluc (A2),ETPfw (A2),PM (A2),EPmarine (A2),EPfreshwater (A2),EPterrestrial (A2),HTPc (A2),HTPnc (A2),IRP (A2),SOP (A2),ODP (A2),POCP (A2),ADPF (A2),ADPE (A2),WDP (A2),source_file,"UUID,Version,Name (de),Name (en),Kategorie (original),Kategorie (en),KonformitÃ¤t,Laenderkennung,Typ,Referenzjahr,Gueltig bis,URL,Declaration owner,Veroeffentlicht am,Registrierungsnummer,Registrierungsstelle,UUID des VorgÃ¤ngers,Version des VorgÃ¤ngers,URL des VorgÃ¤ngers,Bezugsgroesse,Bezugseinheit,Referenzfluss-UUID,Referenzfluss-Name,Schuettdichte (kg/m3),Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Ergiebigkeit (m2),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,biogener Kohlenstoffgehalt (Verpackung) in kg,Modul,Szenario,Szenariobeschreibung,GWP,ODP,POCP,AP,EP,ADPE,ADPF,PERE,PERM,PERT,PENRE,PENRM,PENRT,SM,RSF,NRSF,FW,HWD,NHWD,RWD,CRU,MFR,MER,EEE,EET,AP (A2),GWPtotal (A2),GWPbiogenic (A2),GWPfossil (A2),GWPluluc (A2),ETPfw (A2),PM (A2),EPmarine (A2),EPfreshwater (A2),EPterrestrial (A2),HTPc (A2),HTPnc (A2),IRP (A2),SOP (A2),ODP (A2),POCP (A2),ADPF (A2),ADPE (A2),WDP (A2),"
1a7c1457-bbf6-4d40-a94d-1cac4d663baa,00.04.000,Betonpflasterstein mit Edelsplittvorsatzbeton,,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren',"'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods'",'DIN EN 15804' / 'ISO 14025',DE,specific dataset,2017,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1a7c1457-bbf6-4d40-a94d-1cac4d663baa?version=00.04.000,Kronimus AG - Betonsteinwerke,,,,,,1,qm,09f351ec-8825-3121-c7d0-be97950c44a1,Betonpflasterstein 1 m² mit 12 cm Dicke,,270.0,,,,,0.0037,,,A1-A3,,,49.8,1.21e-09,0.00729,0.076,0.0104,7.45e-05,260.0,40.0,21.0,61.0,285.0,11.0,296.0,6.26,0.0,0.0,0.13,0.0256,4.74,0.0142,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
284efda1-bb16-453a-bc32-070f3bab4cb3,00.03.000,Betonpflasterstein mit schwarz-weiß meliertem Vorsatz,,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren',"'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods'",'DIN EN 15804' / 'ISO 14025',DE,specific dataset,2017,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/284efda1-bb16-453a-bc32-070f3bab4cb3?version=00.03.000,Kronimus AG - Betonsteinwerke,,,,,,1,qm,78402662-a374-f8a4-7638-4286dd3e3462,Betonpflasterstein mit schwarz-weiß meliertem Vorsatz,,135.0,,0.06,,,135.0,,,A1-A3,,,18.1,9.12e-10,0.00271,0.0295,0.00389,2.77e-05,98.4,11.9,11.5,23.4,110.3,0.7,111.0,3.68,0.0,0.0,0.07,0.0003,2.04,0.00505,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fab730b2-0b23-4cc8-9543-39caed1db530,00.04.000,Brillux Evocryl 200,,'Beschichtungen' / 'Fassadenfarben' / 'Dispersion','Coverings' / 'Facade paint' / 'Dispersion','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fab730b2-0b23-4cc8-9543-39caed1db530?version=00.04.000,Brillux GmbH & Co. KG,,,,,,1,kg,7a6913a6-dda6-62a4-5335-fa10ad49f399,1 kg Brillux Evocryl 200,,,1300.0,,,,1.0,,,A1-A3,,,1.61,4.44e-10,0.0011,0.0259,0.000517,2.5e-06,29.3,1.62,0.0,1.62,20.57,10.63,31.2,0.0,0.0,0.0,0.0066,0.00237,0.0358,0.000763,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
a95d0d3b-06e9-436d-a255-1f4d2dfd2077,00.03.000,Brillux Sensocryl ELF 266,,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a95d0d3b-06e9-436d-a255-1f4d2dfd2077?version=00.03.000,Brillux GmbH & Co. KG,,,,,,1,kg,ca7fe179-360b-1c28-8e77-625b4717c2ed,1 kg Brillux Sensocryl ELF 266,,,1400.0,,,,1.0,,,A1-A3,,,1.88,4.29e-10,0.00169,0.0426,0.000606,3.46e-06,30.6,2.03,0.0,2.03,29.79,3.61,33.4,0.0,0.0,0.0,0.0103,0.00541,0.049,0.00115,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
ea6b23bb-6df2-4692-8999-4b81d0a1990c,00.03.000,Brillux Sensocryl ELF 267,,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ea6b23bb-6df2-4692-8999-4b81d0a1990c?version=00.03.000,Brillux GmbH & Co. KG,,,,,,1,kg,33fbf59a-2726-b8b2-0d9c-91a83d60b34e,1 kg Brillux Sensocryl ELF 267,,,1350.0,,,,1.0,,,A1-A3,,,2.2,5.25e-10,0.00211,0.0509,0.000691,4.08e-06,37.2,2.27,0.0,2.27,34.27,5.63,40.6,0.0,0.0,0.0,0.0132,0.00659,0.0611,0.00137,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
66dd0bed-23da-474c-abc0-96fa3c36004a,00.03.000,Brillux Sensocryl ELF 268,,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/66dd0bed-23da-474c-abc0-96fa3c36004a?version=00.03.000,Brillux GmbH & Co. KG,,,,,,1,kg,1acc30f4-8f97-003d-d3ea-9cc4024f500c,1 kg Brillux Sensocryl ELF 268,,,1300.0,,,,1.0,,,A1-A3,,,2.19,4.85e-10,0.00191,0.0447,0.000669,3.79e-06,38.7,2.18,0.0,2.18,35.56,6.24,41.8,0.0,0.0,0.0,0.0129,0.00637,0.0536,0.00128,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
fecc54a7-c307-47a4-9821-6d12b69ebcd7,00.03.000,Brillux Sensocryl ELF 269,,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fecc54a7-c307-47a4-9821-6d12b69ebcd7?version=00.03.000,Brillux GmbH & Co. KG,,,,,,1,kg,44112a9e-e2ac-3d33-c01f-fc2e8f5bba98,1 kg Brillux Sensocryl ELF 269,,,1300.0,,,,1.0,,,A1-A3,,,2.07,4.53e-10,0.00193,0.0433,0.000613,3.22e-06,39.1,2.04,0.0,2.04,32.33,9.67,42.0,0.0,0.0,0.0,0.012,0.0049,0.0197,0.00117,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
8ac8faaf-ca43-4d5c-80e6-2e45fb456d23,00.04.000,Eurolight beschichtet,Eurolight decor lightweight boards,'Holz' / 'Holzwerkstoffe' / 'Spanplatten','Wood' / 'Derived timber products' / 'Particle boards','DIN EN 15804' / 'ISO 14025',EU-27,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8ac8faaf-ca43-4d5c-80e6-2e45fb456d23?version=00.04.000,Fritz EGGER GmbH & Co. OG Holzwerkstoffe,,,,,,1,qm,ae21ded8-3ae8-5cac-4445-700acd6daa0c,1 m² beschichtete Leichtbauplatte,,,254.0,,,,0.081,,,A1-A3,,,-7.85918105862907,2.743311e-10,0.0066022062656959,0.0276847425028915,0.0073351236014883,7.265071481e-06,172.421473633751,49.0862087814595,187.623039052182,236.709247833641,148.811281359665,30.749856334776,179.561137694441,0.383,0.0,0.0,0.0396959581054398,0.0001797602783815,0.0627962223807597,0.0028297711729264,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
acc44187-3de9-462d-b332-4b1806e5897c,00.04.000,Eurolight roh,Eurolight raw lightweight boards,'Holz' / 'Holzwerkstoffe' / 'Spanplatten','Wood' / 'Derived timber products' / 'Particle boards','DIN EN 15804' / 'ISO 14025',EU-27,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/acc44187-3de9-462d-b332-4b1806e5897c?version=00.04.000,Fritz EGGER GmbH & Co. OG Holzwerkstoffe,,,,,,1,qm,2fd5620b-a381-74b7-aa50-c6154e638f6f,1 m² rohe Eurolight-Platte,,,254.0,,,,0.083,,,A1-A3,,,-9.85284040642099,2.348184e-10,0.005678477781501,0.0237352756611908,0.0063469741783734,6.6779696447e-06,144.32340100292,45.4662448217952,184.849703011029,230.315947832824,123.77200275536,26.667189328431,150.439192083791,0.326,0.0,0.0,0.0322789566050051,0.0001625976537228,0.049106704641459,0.002423947539897,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
d6eaa532-5b85-449b-9fbf-1357a52c4bd9,00.04.000,"EVALON®dual, mechanisch befestigt oder lose unter Auflast",,'Kunststoffe' / 'Dachbahnen' / 'EVA-Dachbahnen (Etylen-Vinylacetat)','Plastics' / 'Roofing membranes' / 'EVA sheet (Ehylene Vinyl Acetate)','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2016,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d6eaa532-5b85-449b-9fbf-1357a52c4bd9?version=00.04.000,alwitra,,,,,,1,qm,862fb05c-5f66-19cd-7f32-9d9c1d5f1a7b,1m² Dach- und Dichtungsbahn EVALON® dual,,1.9,1.333,,,,0.526,,,A1-A3,,,6.44,1.07e-09,0.00756,0.0186,0.00295,4.38e-05,138.0,18.1,0.0,18.1,96.0,53.0,149.0,0.0,0.0,0.0,0.0894,0.00183,0.513,0.00429,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
d9a1408e-b6bf-4fac-9b94-d89b580cc131,00.04.000,Fortrac® MPT,Fortrac® MPT,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','Plastics' / 'Foils and fleeces' / 'Technical textiles','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2016,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d9a1408e-b6bf-4fac-9b94-d89b580cc131?version=00.04.000,HUESKER Synthetic GmbH,,,,,,1,qm,3314f74b-238f-761f-540f-89a828df99b1,1 m2 geosynthetisches Gitter,,,,,,,2.75,,,A1-A3,,,1.37555840683539,2.67092283e-08,0.0006881257801758,0.0045532072441451,0.0005532449780171,0.0053607998814569,24.6145359513925,1.57301021438223,,1.57301021438223,23.0,6.07,29.1,,,,0.0083263164622269,4.2863556863e-06,1.71676479565972,0.0006868449998562,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
9ea3221b-b608-4e0a-981d-34685157f18a,00.03.000,Imomatt e.l.f. & Imosilan e.l.f. (2-1),,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9ea3221b-b608-4e0a-981d-34685157f18a?version=00.03.000,IMparat Farbwerk Iversen & Mähl GmbH & Co. KG,,,,,,1,kg,e8b1c0ac-a393-7caa-cfb3-c0ec52aefd62,Produkte: Imomatt e.l.f. und Imosilan e.l.f.,,,1450.0,,,,,,,A1-A3,,,1.72,1.56e-09,0.00107,0.0218,0.000588,3.35e-06,27.8,2.15,0.0,2.15,27.8,2.59,30.4,0.0,0.00232,0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
26bb2bb7-7bf6-434c-a3c7-1a4a87be9929,00.02.000,Knauf Safeboard GKF,Knauf Safeboard GKF,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Gipsplatten',"'Mineral building products' / 'Bricks, blocks and elements' / 'Gypsum plasterboard'",'DIN EN 15804' / 'ISO 14025',DE,specific dataset,2017,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/26bb2bb7-7bf6-434c-a3c7-1a4a87be9929?version=00.02.000,Knauf Gips KG,,,,,,1,qm,b00472d3-98a9-43cb-73da-063e5c9fd8df,1 m² Gipsplatte Knauf Safeboard GKF,,,1400.0,,,,0.056,,,A1-A3,,,4.62,1.0307e-10,0.00152,0.03044,0.00362,0.0004034682,63.6,6.7164644836,3.0545355164,9.771,66.482710189,0.417289811,66.9,5.66146338429548,,,0.020412,1.1042631968e-06,11.1431174446362,0.0013223641126747,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
da69c8d7-e90d-44be-893a-c5696dddba6f,00.02.000,Knauf Silentboard GKF,Knauf Silentboard GKF,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Gipsplatten',"'Mineral building products' / 'Bricks, blocks and elements' / 'Gypsum plasterboard'",'DIN EN 15804' / 'ISO 14025',DE,specific dataset,2017,2022,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/da69c8d7-e90d-44be-893a-c5696dddba6f?version=00.02.000,Knauf Gips KG,,,,,,1,qm,0f4ce4c4-fc5a-604f-67d1-6412c97db2ae,1 m² Knauf Silentboard GKF,,,1400.0,,,,0.057,,,A1-A3,,,4.1995336165282,7.6261e-11,0.0014131894019528,0.0282132581051645,0.0035166483770153,0.0004026071160046,57.3981782259567,8.34185754868523,3.1740016,11.5158591486852,60.5116614571568,0.029191746031746,60.5408532031885,5.66144565759058,,,0.0201488940402038,8.78384171e-07,9.49509788575672,0.001247310676549,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
26564979-d3fb-4ece-a691-18a6237335ca,00.04.000,Mattlatex LF (2-2),,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/26564979-d3fb-4ece-a691-18a6237335ca?version=00.04.000,IMparat Farbwerk Iversen & Mähl GmbH & Co. KG,,,,,,1,kg,fc604d64-3294-354a-1b07-a82040500ee3,Produkt: Mattlatex,,,1450.0,,,,,,,A1-A3,,,1.22,2.07e-09,0.000694,0.0136,0.000369,1.74e-06,23.4,1.59,0.0,1.59,19.9,5.27,25.2,0.0,0.00141,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf,00.04.000,MDF beschichtet,EURODEKOR MDF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','Wood' / 'Derived timber products' / 'Wood fibre boards','DIN EN 15804' / 'ISO 14025',RER,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf?version=00.04.000,Fritz EGGER GmbH & Co. OG Holzwerkstoffe,,,,,,1,qm,51d52f90-4733-f4fd-5527-4edbf1b87b75,1 m² MDF Platte beschichtet,,,700.0,,,,0.0787,,,A1-A3,,,-8.10025884412948,1.22226216e-08,0.0088612459909015,0.0318474281639832,0.0121803370349566,5.6170114391e-06,191.363853689566,148.298037040196,202.44816,350.746197040196,167.208448784663,34.21634,201.424788784663,0.0047215082910069,156.086794,0.0,0.0427958701315911,0.0061848524696774,0.192966573682415,0.0039287846903356,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
e74695a5-4f4b-419c-bdff-a758d20ada72,00.04.000,Meister Longlife Parkett,Meister Longlife Parkett,'Holz' / 'Holzböden' / 'Parkett','Wood' / 'Wooden floor' / 'Parquet','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2016,2021,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e74695a5-4f4b-419c-bdff-a758d20ada72?version=00.04.000,MeisterWerke Schulte GmbH,,,,,,1,qm,b7e2ba22-5278-89be-f5b8-bfad26a6ab2b,1m² Longlife-Parkett,,11.0,500.0,,,,0.09,,,A1-A3,,,-7.59,1.19e-09,0.0103,0.032,0.00605,2.63e-06,125.0,101.0,167.0,268.0,108.0,32.0,140.0,0.0,0.0,0.0,0.0415,2.04e-06,0.125,0.00577,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
f9552e60-73b7-4486-9e4c-96744fb83423,00.05.000,NedZink Naturel,NedZink Naturel,'Metalle' / 'Zink' / 'Zinkbleche','Metals' / 'Zinc' / 'Zinc sheets','DIN EN 15804' / 'ISO 14025',NL,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f9552e60-73b7-4486-9e4c-96744fb83423?version=00.05.000,NedZink B.V.,,,,,,1,kg,c271975a-9234-04df-301b-d3dbcd2bf456,1 kg NEDZINK NATUREL,,,7200.0,,,,1.0,,,A1-A3,,,1.71,9.89e-08,0.000123,0.0114,0.00217,8.29e-05,,1.27,,1.27,19.7,,19.7,,,,0.052,,0.00487,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
0ea8dd25-57aa-4b87-87e3-4496368f765b,00.04.000,"NedZink NOVA, NedZink NOIR","NedZink NOVA, NedZink NOIR",'Metalle' / 'Zink' / 'Zinkbleche','Metals' / 'Zinc' / 'Zinc sheets','DIN EN 15804' / 'ISO 14025',NL,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0ea8dd25-57aa-4b87-87e3-4496368f765b?version=00.04.000,NedZink B.V.,,,,,,1,kg,e56d19d2-baa4-1511-a453-ab6947377fea,1 kg NEDZINK NOVA/NOIR,,,7200.0,,,,1.0,,,A1-A3,,,2.09,1.11e-07,0.000203,0.012,0.00326,8.13e-05,,1.37,,1.37,22.2,,222.0,,,,2.26,0.002,0.0185,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
cb9d60fd-2092-4c64-8a57-bb3102ff6128,00.04.000,Pentaweiß e.l.f & Malerweiß EC (3-2),,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/cb9d60fd-2092-4c64-8a57-bb3102ff6128?version=00.04.000,IMparat Farbwerk Iversen & Mähl GmbH & Co. KG,,,,,,1,kg,a33863a2-1556-73e4-0dfc-4c7a94fcf155,Produkte: Pentaweiss e.l.f. und Malerweiß EC,,,1550.0,,,,,,,A1-A3,,,0.878,1.09e-09,0.000394,0.00713,0.000275,1.65e-06,15.1,1.22,0.0,1.22,14.8,1.57,16.4,0.0,0.000742,0.00745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
58cd0d81-3a5c-43be-b94c-2979f4e30f80,00.03.000,pladur®,pladur®,'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','Metals' / 'Steel and iron' / 'Steel sheets','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/58cd0d81-3a5c-43be-b94c-2979f4e30f80?version=00.03.000,ThyssenKrupp,,,,,,1,qm,525e5c22-8409-ce00-05c6-59ca4e8e22ce,1 m² pladur®,,6.084,,,,,0.164,,,A1-A3,,,15.592,4.5763e-11,0.0070445,0.044998,0.0048758,0.00046413,214.39,6.5114,0.0,6.5114,219.22,0.0,219.22,0.71914,0.0,0.0,0.025451,0.0038832,0.095502,0.0019217,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
b1920b95-3cd5-4cd3-a4e4-4d0f0a0d5a1a,00.04.000,"Raufa e.l.f, Praxit e.l.f., Nordstar e.l.f., Biosan e.l.f., Raufa, Praxit EC, Imodin F, Renoschwarz (3-1)",,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b1920b95-3cd5-4cd3-a4e4-4d0f0a0d5a1a?version=00.04.000,IMparat Farbwerk Iversen & Mähl GmbH & Co. KG,,,,,,1,kg,4e962efd-4eb2-1fb2-67c0-8cbcf18ece0f,"Produkte: Raufa e.l.f., Raufa, Praxit e.l.f., Praxit EC, Nordstar e.l.f., Imodin F, Biosan e.l.f. und Renoschwarz",,,1350.0,,,,,,,A1-A3,,,1.6,6.28e-10,0.000986,0.0198,0.000539,2.84e-06,26.4,2.32,0.0,2.32,27.5,1.87,29.4,0.0,0.00218,0.022,0.00789,0.00691,0.337,0.00123,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
e24a3ad6-9df3-4165-b8f0-393211a7838a,00.04.000,Rhepanol hfk,Rhepanol hfk,'Kunststoffe' / 'Dachbahnen' / 'PIB-Dachbahnen (Polyisobutylen)','Plastics' / 'Roofing membranes' / 'PIB sheeting (Polyisobutylene)','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e24a3ad6-9df3-4165-b8f0-393211a7838a?version=00.04.000,FDT FlachdachTechnologie GmbH &. Co. KG,,,,,,1,qm,accc9c59-cbdb-76df-8ddb-7b757cdaecf1,1 m² Dachbahn,,1.934,,,,,0.517,,,A1-A3,,,7.63,9.62e-10,0.00298,0.0257,0.00165,4.11e-05,147.0,14.4,0.0,14.4,98.0,61.0,159.0,0.0,0.0,0.0,0.0392,5.87e-05,0.427,0.00488,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
aa728ab7-e807-4cbf-9769-973a674cbe13,00.04.000,Rhepanol hfk-sk,Rhepanol hfk-sk,'Kunststoffe' / 'Dachbahnen' / 'PIB-Dachbahnen (Polyisobutylen)','Plastics' / 'Roofing membranes' / 'PIB sheeting (Polyisobutylene)','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/aa728ab7-e807-4cbf-9769-973a674cbe13?version=00.04.000,FDT FlachdachTechnologie GmbH &. Co. KG,,,,,,1,qm,29a31f18-1e6d-02e6-820f-d2743ceefce9,1 m² Dachbahn,,2.139,,,,,0.468,,,A1-A3,,,8.49,4.98e-10,0.00341,0.0319,0.0019,6.64e-06,164.0,16.1,0.0,16.1,109.0,67.5,176.0,0.0,0.0,0.0,0.0439,0.00422,0.338,0.0047,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
9a08692a-8a66-4210-b02b-6a229c195af4,00.04.000,Schichtstoff Flammex,Laminate Flammex,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','Coverings' / 'Interior covering' / 'Wall and ceiling covering','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9a08692a-8a66-4210-b02b-6a229c195af4?version=00.04.000,Fritz EGGER GmbH & Co.OG,,,,,,1,qm,ec16964d-f340-4384-415d-d022059657a5,1 m² Schichtstoff Flammex (1.080 kg/m²),,1.08,1350.0,,,,0.926,,,A1-A3,,,3.68701173278323,3.129099e-10,0.0020227961009305,0.0209177906160615,0.0035572973178406,3.2393074291e-06,76.6682546958616,45.3964467579781,5.46773932096081,50.8641860789389,72.0062029298647,9.03226067903919,81.0384636089039,0.0,0.0,0.0,2.49297039945933,0.0026123174902117,0.317345523075409,0.0017352027523162,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
f381434d-68f3-41f5-990b-7c44b34383e7,00.04.000,Schichtstoff mit farbigem Kern,Coloured Core Laminate,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','Coverings' / 'Interior covering' / 'Wall and ceiling covering','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f381434d-68f3-41f5-990b-7c44b34383e7?version=00.04.000,Fritz EGGER GmbH & Co.OG,,,,,,1,qm,98b356c2-387b-0776-5ca6-4a14d68d3d75,1 m² Schichtstoff mit farbigem Kern (1.080 kg/m²),,1.08,1350.0,,,,0.926,,,A1-A3,,,4.73,4.32e-10,0.00314,0.0381,0.00355,4.28e-06,90.4,35.1540239503365,6.86429048106042,42.0183144313969,87.2550636525566,8.63570951893958,95.8907731714962,0.0,0.0,0.0,0.0230104032342037,0.0026084384579354,0.325133364781826,0.0021865774748057,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
2da02eca-ff3c-4807-93f4-0266cfb01cef,00.03.000,Selatex e.l.f. (1-2),,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','Coverings' / 'Interior covering' / 'Interior paint','DIN EN 15804' / 'ISO 14025',DE,specific dataset,2015,2020,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2da02eca-ff3c-4807-93f4-0266cfb01cef?version=00.03.000,IMparat Farbwerk Iversen & Mähl GmbH & Co. KG,,,,,,1,kg,a19e1be8-8613-bc94-3deb-323b26fc3e4a,Produkt: Selatex e.l.f.,,,1350.0,,,,,,,A1-A3,,,1.79,2.54e-09,0.00112,0.0224,0.000564,2.8e-06,32.7,2.2,0.0,2.2,28.5,6.88,35.4,0.0,0.00237,0.0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBD_2020_II.csv,
