Specific_Name,Matched_Generic_Name,Generic_UUID,Score,Normalized_Score
EPS-Hartschaumdämmung - Sz. Creasolv,eLCA Luftschicht (gemäß EN 15804+A1),41c5627a-4a1d-4e12-ac62-c1d4f1560fb9,0.3447408974170685,0.14761491084188932
EPS-Hartschaumdämmung - Sz. Creasolv,eLCA Luftschicht (gemäß EN 15804+A1),41c5627a-4a1d-4e12-ac62-c1d4f1560fb9,0.3447408974170685,0.14761491084188932
EPS-Hartschaumdämmung - Sz. Verbrennung,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.2891768217086792,0.027041265095868357
EPS-Hartschaumdämmung - Sz. Verbrennung,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.2891768217086792,0.027041265095868357
EPS-Hartschaumdämmung - Sz. Verbrennung,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.2891768217086792,0.027041265095868357
Schüttung aus Polystyrolschaumstoff-Partikeln (ohne Bindemittel),Tetrafluoroethane (R134a),b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,0.3729074001312256,0.20873601970338984
Schüttung aus Polystyrolschaumstoff-Partikeln (ohne Bindemittel),Tetrafluoroethane (R134a),b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,0.3729074001312256,0.20873601970338984
Schüttung aus Polystyrolschaumstoff-Partikeln (ohne Bindemittel),Tetrafluoroethane (R134a),b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,0.3729074001312256,0.20873601970338984
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=10cm","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.48005232214927673,0.44123973197046895
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=10cm","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.48005232214927673,0.44123973197046895
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=10cm","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.48005232214927673,0.44123973197046895
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=20cm","Cork slab, 6 mm (generic)",4116031f-9ee7-4ac0-93e7-972c4b2de8a0,0.4887423813343048,0.46009709807130256
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=20cm","Cork slab, 6 mm (generic)",4116031f-9ee7-4ac0-93e7-972c4b2de8a0,0.4887423813343048,0.46009709807130256
"Innentür Metallzarge lackiert, Gewicht/lfm, d (IW)=20cm","Cork slab, 6 mm (generic)",4116031f-9ee7-4ac0-93e7-972c4b2de8a0,0.4887423813343048,0.46009709807130256
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=10cm, Türlichte 0,9 x 2,0","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.4457271993160248,0.36675446162410563
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=10cm, Türlichte 0,9 x 2,0","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.4457271993160248,0.36675446162410563
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=10cm, Türlichte 0,9 x 2,0","Cork slab, 8 mm (generic)",717cc09a-e2c5-48fb-913e-24b54fc5e851,0.4457271993160248,0.36675446162410563
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=20cm, Türlichte 0,9 x 2,0","Cork slab, (thickness 0.006 m)",38babeb7-2b2f-42e2-9270-0daac46ebe07,0.4489150047302246,0.3736719765079345
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=20cm, Türlichte 0,9 x 2,0","Cork slab, (thickness 0.006 m)",38babeb7-2b2f-42e2-9270-0daac46ebe07,0.4489150047302246,0.3736719765079345
"Innentür Metallzarge lackiert, Gewicht/Stk, d (IW)=20cm, Türlichte 0,9 x 2,0","Cork slab, (thickness 0.006 m)",38babeb7-2b2f-42e2-9270-0daac46ebe07,0.4489150047302246,0.3736719765079345
Hanfdämmplatte (druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.37607020139694214,0.2155992757643558
Hanfdämmplatte (druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.37607020139694214,0.2155992757643558
Hanfdämmplatte (druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.37607020139694214,0.2155992757643558
Hanfdämmplatte (nicht druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3566829264163971,0.17352902811454213
Hanfdämmplatte (nicht druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3566829264163971,0.17352902811454213
Hanfdämmplatte (nicht druckbelastet),Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3566829264163971,0.17352902811454213
Gips-Kalk-Putz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.4379725456237793,0.3499269187332822
Gips-Kalk-Putz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.4379725456237793,0.3499269187332822
Gips-Kalk-Putz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.4379725456237793,0.3499269187332822
Gipsputz (innen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.3014930486679077,0.05376738925751619
Gipsputz (innen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.3014930486679077,0.05376738925751619
Gipsputz (innen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.3014930486679077,0.05376738925751619
Kalk-Gips-Innenputz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.3975042998790741,0.2621111157314823
Kalk-Gips-Innenputz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.3975042998790741,0.2621111157314823
Kalk-Gips-Innenputz auf Massivbaustoff,Pumice stone (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,0.3975042998790741,0.2621111157314823
Glaskeramik-Tafeln (Fassade),eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4010619521141052,0.2698311955637366
Glaskeramik-Tafeln (Fassade),eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4010619521141052,0.2698311955637366
Glaskeramik-Tafeln (Fassade),eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4010619521141052,0.2698311955637366
Hartholzfaser-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.4070923328399658,0.28291707848509623
Hartholzfaser-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.4070923328399658,0.28291707848509623
Hartholzfaser-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.4070923328399658,0.28291707848509623
HDF-Platte,PE-HD with PP fleece zur sealing,900336a3-b5f9-4c40-91a9-f9551f84ac64,0.37975427508354187,0.22359368923973819
HDF-Platte,PE-HD with PP fleece zur sealing,900336a3-b5f9-4c40-91a9-f9551f84ac64,0.37975427508354187,0.22359368923973819
HDF-Platte,PE-HD with PP fleece zur sealing,900336a3-b5f9-4c40-91a9-f9551f84ac64,0.37975427508354187,0.22359368923973819
