unmapped_generic_UUID,unmapped_generic_name,tbs_product_UUID,tbs_product_name,Name_Similarity,unmapped_generic_category,tbs_category_name,Category_Similarity,tbs_EOL_Scenario_Unbuilt_Real,tbs_EOL_Scenario_Unbuilt_Potential,tbs_EOL_Scenario_Technology_Factor,Final_Score
6e065371-dcfa-4df1-9cc0-3520df5e2c9a,Fernwärme aus Braunkohle,e9ae96ee-ba8d-420d-9725-7c8abd06e082,Bewehrungsstahl,0.487,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Stahl - Bewehrung,0.345,CL+,CL+,1.0,0.43
6e065371-dcfa-4df1-9cc0-3520df5e2c9a,Fernwärme aus Braunkohle,,Schafwolle (mit Flammschutzmittel),0.436,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Schafwolle mit Flammschutzmittel,0.379,EV-,EV-,0.75,0.413
6e065371-dcfa-4df1-9cc0-3520df5e2c9a,Fernwärme aus Braunkohle,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Fensterglas einfach,0.439,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Klarglas (Bestand),0.333,RC-,RC+,0.5,0.397
eb8d583f-a44d-4d7c-ad78-27593c6f1901,Fernwärme aus Heizöl (leicht),,Schafwolle (mit Flammschutzmittel),0.503,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Schafwolle mit Flammschutzmittel,0.379,EV-,EV-,0.75,0.454
eb8d583f-a44d-4d7c-ad78-27593c6f1901,Fernwärme aus Heizöl (leicht),76d3f78a-8743-49fe-b4a1-f43b819cb930,Holzwolle-Leichtbauplatte,0.573,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Holzzement,0.233,Dep-,SV,0.25,0.437
eb8d583f-a44d-4d7c-ad78-27593c6f1901,Fernwärme aus Heizöl (leicht),63ddb7e1-4e0b-43cb-8a8d-82c5c137a2a2,Leichtbetonstein aus 100% Naturbims,0.555,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Leichtbeton - best case,0.215,SV,RC-,0.25,0.419
d528b5ef-dd76-4738-bd1d-4f0578743b27,Fernwärme aus Steinkohle,e9ae96ee-ba8d-420d-9725-7c8abd06e082,Bewehrungsstahl,0.5,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Stahl - Bewehrung,0.345,CL+,CL+,1.0,0.438
d528b5ef-dd76-4738-bd1d-4f0578743b27,Fernwärme aus Steinkohle,,Schafwolle (mit Flammschutzmittel),0.411,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Schafwolle mit Flammschutzmittel,0.379,EV-,EV-,0.75,0.399
d528b5ef-dd76-4738-bd1d-4f0578743b27,Fernwärme aus Steinkohle,b4a0e610-e038-47d3-b86e-cef013cd7c83,Steinzeugfliesen glasiert,0.494,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Keramik - Boden,0.218,RC-,RC-,1.0,0.383
970c7643-7c60-45b5-be65-be12d4598c25,Fernwärme aus Biogas,5cc8769c-da1b-4967-bb4d-c8fe7b4c359d,Vegetationssubstrat,0.379,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Substrat,0.314,CL+,CL+,1.0,0.353
970c7643-7c60-45b5-be65-be12d4598c25,Fernwärme aus Biogas,,Schafwolle (mit Flammschutzmittel),0.312,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Schafwolle mit Flammschutzmittel,0.379,EV-,EV-,0.75,0.339
970c7643-7c60-45b5-be65-be12d4598c25,Fernwärme aus Biogas,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.344,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Fernwärme',Porenbeton - unbewehrt,0.294,Dep+,RC-,0.75,0.324
72975ec0-8303-415f-bf74-e6daef1a46ea,"Residual Strommix 2050 (basierend auf ""EU Referenz Szenario 2020"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.39,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.371
72975ec0-8303-415f-bf74-e6daef1a46ea,"Residual Strommix 2050 (basierend auf ""EU Referenz Szenario 2020"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.319,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.349
72975ec0-8303-415f-bf74-e6daef1a46ea,"Residual Strommix 2050 (basierend auf ""EU Referenz Szenario 2020"")",531ab34f-6750-41a8-aedc-35cf4df3c8b1,Stahl warmgewalzte Bleche (2-20mm),0.358,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahlblech,0.326,CL+,CL+,1.0,0.345
20416a26-babb-4bea-93a7-f633c91b6e07,"Residual Strommix 2040 (basierend auf ""EU Referenz Szenario 2020"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.376,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.362
20416a26-babb-4bea-93a7-f633c91b6e07,"Residual Strommix 2040 (basierend auf ""EU Referenz Szenario 2020"")",531ab34f-6750-41a8-aedc-35cf4df3c8b1,Stahl warmgewalzte Bleche (2-20mm),0.374,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahlblech,0.326,CL+,CL+,1.0,0.355
20416a26-babb-4bea-93a7-f633c91b6e07,"Residual Strommix 2040 (basierend auf ""EU Referenz Szenario 2020"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.279,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.325
bef62d91-ae8d-4c27-bdf8-386f9dfc8477,"Residual Strommix 2030 (basierend auf ""EU Referenz Szenario 2020"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.357,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.351
bef62d91-ae8d-4c27-bdf8-386f9dfc8477,"Residual Strommix 2030 (basierend auf ""EU Referenz Szenario 2020"")",531ab34f-6750-41a8-aedc-35cf4df3c8b1,Stahl warmgewalzte Bleche (2-20mm),0.349,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahlblech,0.326,CL+,CL+,1.0,0.34
bef62d91-ae8d-4c27-bdf8-386f9dfc8477,"Residual Strommix 2030 (basierend auf ""EU Referenz Szenario 2020"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.283,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.327
0c3eab92-5a2b-415a-a641-22542c7134fe,Photovoltaiksystem 1200 kWh/m2*a ohne Stromgutschrift,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.348,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.329
0c3eab92-5a2b-415a-a641-22542c7134fe,Photovoltaiksystem 1200 kWh/m2*a ohne Stromgutschrift,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.312,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.307
0c3eab92-5a2b-415a-a641-22542c7134fe,Photovoltaiksystem 1200 kWh/m2*a ohne Stromgutschrift,,"Innentür Massivholz, unbehandelt oder geölt, Fl.gew. 12 kg/m²",0.292,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Innentür - Holz massiv, unbeschichtet",0.321,RC+,CL+,0.75,0.304
d8af885e-b3f4-49f9-96f5-01fc4955f83f,Photovoltaiksystem 1200 kWh/m2*a,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.306,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.303
d8af885e-b3f4-49f9-96f5-01fc4955f83f,Photovoltaiksystem 1200 kWh/m2*a,,"Innentür Massivholz, unbehandelt oder geölt, Fl.gew. 12 kg/m²",0.27,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Innentür - Holz massiv, unbeschichtet",0.321,RC+,CL+,0.75,0.29
d8af885e-b3f4-49f9-96f5-01fc4955f83f,Photovoltaiksystem 1200 kWh/m2*a,,"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ",0.245,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Innentür - Karton, Röhrenspanstreifen",0.342,EV-,EV-,0.0,0.284
236ee906-0090-42ab-90ae-37bc553be0a0,Photovoltaiksystem 1000 kWh/m2*a ohne Stromgutschrift,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.354,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.332
236ee906-0090-42ab-90ae-37bc553be0a0,Photovoltaiksystem 1000 kWh/m2*a ohne Stromgutschrift,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.335,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.321
236ee906-0090-42ab-90ae-37bc553be0a0,Photovoltaiksystem 1000 kWh/m2*a ohne Stromgutschrift,531ab34f-6750-41a8-aedc-35cf4df3c8b1,Stahl warmgewalzte Bleche (2-20mm),0.289,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahlblech,0.326,CL+,CL+,1.0,0.304
5a726d68-3b9b-4044-9872-7424594f2dd3,Photovoltaiksystem 1000 kWh/m2*a,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.315,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.309
5a726d68-3b9b-4044-9872-7424594f2dd3,Photovoltaiksystem 1000 kWh/m2*a,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.299,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.299
5a726d68-3b9b-4044-9872-7424594f2dd3,Photovoltaiksystem 1000 kWh/m2*a,,"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ",0.251,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Innentür - Karton, Röhrenspanstreifen",0.342,EV-,EV-,0.0,0.287
6104d755-84bf-4022-b533-4aa3e8aea6d6,"Strommix Szenario 2050 (progressiv, basierend auf ""Angora KN2050"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.39,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.391
6104d755-84bf-4022-b533-4aa3e8aea6d6,"Strommix Szenario 2050 (progressiv, basierend auf ""Angora KN2050"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.393,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.373
6104d755-84bf-4022-b533-4aa3e8aea6d6,"Strommix Szenario 2050 (progressiv, basierend auf ""Angora KN2050"")",,Schafwolle (mit Flammschutzmittel),0.358,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Schafwolle mit Flammschutzmittel,0.381,EV-,EV-,0.75,0.368
2477a761-bdb4-4ec1-9df1-cf91bcfb3081,"Strommix Szenario 2040 (progressiv, basierend auf ""Angora KN2050"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.358,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.372
2477a761-bdb4-4ec1-9df1-cf91bcfb3081,"Strommix Szenario 2040 (progressiv, basierend auf ""Angora KN2050"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.379,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.364
2477a761-bdb4-4ec1-9df1-cf91bcfb3081,"Strommix Szenario 2040 (progressiv, basierend auf ""Angora KN2050"")",,Schafwolle (mit Flammschutzmittel),0.344,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Schafwolle mit Flammschutzmittel,0.381,EV-,EV-,0.75,0.359
fb094f56-89a3-438e-b354-da2eb2c15631,"Strommix Szenario 2030 (progressiv, basierend auf ""Angora KN2050"")",d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.368,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.378
fb094f56-89a3-438e-b354-da2eb2c15631,"Strommix Szenario 2030 (progressiv, basierend auf ""Angora KN2050"")",ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.374,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.361
fb094f56-89a3-438e-b354-da2eb2c15631,"Strommix Szenario 2030 (progressiv, basierend auf ""Angora KN2050"")",,Schafwolle (mit Flammschutzmittel),0.318,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Schafwolle mit Flammschutzmittel,0.381,EV-,EV-,0.75,0.343
5331890a-9fd2-4388-bc6f-9776f9552848,Strom-Mix-Szenario 2050,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,Strohdämmung,0.48,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Strohballen,0.274,SV,SV,0.0,0.398
5331890a-9fd2-4388-bc6f-9776f9552848,Strom-Mix-Szenario 2050,d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.371,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.38
5331890a-9fd2-4388-bc6f-9776f9552848,Strom-Mix-Szenario 2050,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.369,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.358
94410088-f079-4e65-890e-f22610217352,Strom-Mix-Szenario 2040,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,Strohdämmung,0.487,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Strohballen,0.274,SV,SV,0.0,0.402
94410088-f079-4e65-890e-f22610217352,Strom-Mix-Szenario 2040,,Schilfrohrmatte (Putzträger),0.472,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Schilfrohr,0.206,SV,RC+,0.5,0.366
94410088-f079-4e65-890e-f22610217352,Strom-Mix-Szenario 2040,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.354,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.349
e8e73ef6-ce7c-4c9a-8709-b8573e039b9f,Strom-Mix-Szenario 2030,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,Strohdämmung,0.453,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Strohballen,0.274,SV,SV,0.0,0.381
e8e73ef6-ce7c-4c9a-8709-b8573e039b9f,Strom-Mix-Szenario 2030,1da7a0ab-1204-4ee6-b8fe-77a28f642f0d,Brandschutzglas F30,0.37,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Brandschutzverglasung,0.325,RC-,RC+,0.5,0.352
e8e73ef6-ce7c-4c9a-8709-b8573e039b9f,Strom-Mix-Szenario 2030,d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.323,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - bewehrt,0.393,Dep+,RC-,0.75,0.351
c1ccc7a6-09a5-4b36-b6f8-1af3cc43e5b8,Strom für Gebäudebetrieb 2021,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.58,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.456
c1ccc7a6-09a5-4b36-b6f8-1af3cc43e5b8,Strom für Gebäudebetrieb 2021,50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.504,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.439
c1ccc7a6-09a5-4b36-b6f8-1af3cc43e5b8,Strom für Gebäudebetrieb 2021,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.5,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.437
161e8954-b54e-4250-a897-0c40204e9e37,Strom für Gebäudebetrieb 2020,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.564,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.446
161e8954-b54e-4250-a897-0c40204e9e37,Strom für Gebäudebetrieb 2020,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.483,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.427
161e8954-b54e-4250-a897-0c40204e9e37,Strom für Gebäudebetrieb 2020,50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.482,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.426
578f004b-57e4-45d4-b0b6-e9ff8b011d81,Strom für Gebäudebetrieb 2019,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.587,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.46
578f004b-57e4-45d4-b0b6-e9ff8b011d81,Strom für Gebäudebetrieb 2019,50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.507,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.441
578f004b-57e4-45d4-b0b6-e9ff8b011d81,Strom für Gebäudebetrieb 2019,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.493,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.433
342d3a7c-2304-4263-ab36-f55dc9c6f37a,Strom für Gebäudebetrieb 2018,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.581,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.457
342d3a7c-2304-4263-ab36-f55dc9c6f37a,Strom für Gebäudebetrieb 2018,50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.501,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.437
342d3a7c-2304-4263-ab36-f55dc9c6f37a,Strom für Gebäudebetrieb 2018,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.486,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.428
752dc255-684f-4fa2-ad1d-37dde41e48a7,Strom für Gebäudebetrieb 2017,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.577,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.454
752dc255-684f-4fa2-ad1d-37dde41e48a7,Strom für Gebäudebetrieb 2017,50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.497,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.435
752dc255-684f-4fa2-ad1d-37dde41e48a7,Strom für Gebäudebetrieb 2017,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.481,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.425
9329cf4a-01bf-403d-99f8-371018c6e61d,Strom aus Windkraft,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.514,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.445
9329cf4a-01bf-403d-99f8-371018c6e61d,Strom aus Windkraft,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,Strohdämmung,0.551,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Strohballen,0.274,SV,SV,0.0,0.44
9329cf4a-01bf-403d-99f8-371018c6e61d,Strom aus Windkraft,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.53,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.426
723d5445-ba64-4751-83a1-bcdfd7a46d0c,Strom aus PV (1 kWh),906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.434,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.38
723d5445-ba64-4751-83a1-bcdfd7a46d0c,Strom aus PV (1 kWh),1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.415,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.368
723d5445-ba64-4751-83a1-bcdfd7a46d0c,Strom aus PV (1 kWh),1121bd10-6918-441c-b18b-8264a277c919,Pfosten/Riegelsystem aus Stahl,0.385,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Alu-Pfosten-Riegel-Konstr. ungedämmt,0.261,RC+,RC+,1.0,0.336
77c025c2-450d-404c-a303-565aea0d9522,Strom aus Wasserkraft,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.579,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Stahl - Baustahl (zB Stahlträger,..)",0.27,CL+,CL+,1.0,0.455
77c025c2-450d-404c-a303-565aea0d9522,Strom aus Wasserkraft,ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.521,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.449
77c025c2-450d-404c-a303-565aea0d9522,Strom aus Wasserkraft,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,Strohdämmung,0.561,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Strohballen,0.274,SV,SV,0.0,0.446
5c1e56a2-2684-44b3-af25-dab5cd3f636e,Strom aus Biomasse (1 kWh),1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.393,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.356
5c1e56a2-2684-44b3-af25-dab5cd3f636e,Strom aus Biomasse (1 kWh),906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.387,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.352
5c1e56a2-2684-44b3-af25-dab5cd3f636e,Strom aus Biomasse (1 kWh),93edef71-49e3-4e1f-ba6d-1e449e7d328d,Stahl Feinblech (20µm bandverzinkt),0.331,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Stahl - Stahl(blech) verzinkt,0.342,CL-,CL-,1.0,0.336
1a6754c2-0683-4473-bd41-3a883e0ad137,Strom aus Biogas (1 kWh),906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.407,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.364
1a6754c2-0683-4473-bd41-3a883e0ad137,Strom aus Biogas (1 kWh),1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.397,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',Porenbeton - unbewehrt,0.299,Dep+,RC-,0.75,0.358
1a6754c2-0683-4473-bd41-3a883e0ad137,Strom aus Biogas (1 kWh),,"Innentür (Röhrenspanplatte), Fl.gew.15 kg/m², laminiert oder lackiert ",0.287,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Strom',"Innentür - Karton, Röhrenspanstreifen",0.342,EV-,EV-,0.0,0.309
