Specific_UUID,Generic_UUID,Specific_Name,Generic_Name,Final_Score
ec8ac2c5-9c5f-4ae5-b6f2-c160e878a872,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Glass - Guardian Europe S.à r.l. - Uncoated flat glass,"Window glass, single",0.674
5b8126fe-6d23-4a60-95b1-0fb75b343398,dcf38066-e336-46a7-b0a8-b2453dd2872d,Glass - Guardian Europe S.à r.l. - Laminated safety glass,"Window glass, single",0.737
5b8126fe-6d23-4a60-95b1-0fb75b343398,3598f7e3-1be1-4a05-9d2e-f41ad4623ced,Glass - Guardian Europe S.à r.l. - Laminated safety glass,"Window glass, single",0.737
5b8126fe-6d23-4a60-95b1-0fb75b343398,7f39809a-407d-41cc-b0e7-c7e67faff54b,Glass - Guardian Europe S.à r.l. - Laminated safety glass,Fire resistant glass F30,0.703
f9072c8d-516a-43fe-826e-8fbca55317e3,3feca796-791b-46d3-8160-95ef243ffb9d,semi-finished products - EMERUS d.o.o. - aluminium profile (blank),Aluminium section,0.808
f9072c8d-516a-43fe-826e-8fbca55317e3,fdc99ab8-d843-44ec-a66c-92367d244321,semi-finished products - EMERUS d.o.o. - aluminium profile (blank),Aluminium section,0.808
f9072c8d-516a-43fe-826e-8fbca55317e3,143a4df2-563e-4ef9-b75b-90e1cf9f7ef9,semi-finished products - EMERUS d.o.o. - aluminium profile (blank),Aluminium sheet,0.744
2ca9dc24-0406-4712-a6c5-c971ca59a03b,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling grilles,7.6.01. Sectional garage door,0.648
2ca9dc24-0406-4712-a6c5-c971ca59a03b,909a1f8a-00d8-436f-86f9-77e0ee840a88,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling grilles,Roof slate,0.614
2ca9dc24-0406-4712-a6c5-c971ca59a03b,8847396e-ce82-433d-9f65-8bc144a2a7a4,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling grilles,Roof slate,0.614
f5598b73-9d84-4cda-8178-c9443fe9e863,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling doors,7.6.01. Sectional garage door,0.681
f5598b73-9d84-4cda-8178-c9443fe9e863,909a1f8a-00d8-436f-86f9-77e0ee840a88,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling doors,Roof slate,0.61
f5598b73-9d84-4cda-8178-c9443fe9e863,8847396e-ce82-433d-9f65-8bc144a2a7a4,Rolling doors and rolling grilles - Hörmann KG Dissen - Steel or aluminum rolling doors,Roof slate,0.61
3e94b994-e173-44ae-9e7b-c77bf9918bb1,15d41442-f7d9-46fb-9de4-0c7e68a88f69,door - Hodapp GmbH und Co. KG - safety door,7.6.01. Sectional garage door,0.704
3e94b994-e173-44ae-9e7b-c77bf9918bb1,ba58d8b9-945b-4428-b4e0-aecda8b3df18,door - Hodapp GmbH und Co. KG - safety door,"Insulated glazing, triple pane",0.57
3e94b994-e173-44ae-9e7b-c77bf9918bb1,6eaddefb-7a0f-43e4-a0cb-8459c26e0947,door - Hodapp GmbH und Co. KG - safety door,"Insulated glazing, triple pane",0.57
6f810c0d-0e56-4ec2-a037-6fdd3509dce6,7f39809a-407d-41cc-b0e7-c7e67faff54b,door - Hodapp GmbH und Co. KG - smoke and fire protection closure,Fire resistant glass F30,0.644
6f810c0d-0e56-4ec2-a037-6fdd3509dce6,15d41442-f7d9-46fb-9de4-0c7e68a88f69,door - Hodapp GmbH und Co. KG - smoke and fire protection closure,7.6.01. Sectional garage door,0.626
6f810c0d-0e56-4ec2-a037-6fdd3509dce6,ba58d8b9-945b-4428-b4e0-aecda8b3df18,door - Hodapp GmbH und Co. KG - smoke and fire protection closure,"Insulated glazing, triple pane",0.594
966bda9d-ab0d-4d09-8810-eef992a6d790,15d41442-f7d9-46fb-9de4-0c7e68a88f69,door - Hodapp GmbH und Co. KG - multifunctional door,7.6.01. Sectional garage door,0.703
966bda9d-ab0d-4d09-8810-eef992a6d790,ba58d8b9-945b-4428-b4e0-aecda8b3df18,door - Hodapp GmbH und Co. KG - multifunctional door,"Insulated glazing, triple pane",0.582
966bda9d-ab0d-4d09-8810-eef992a6d790,6eaddefb-7a0f-43e4-a0cb-8459c26e0947,door - Hodapp GmbH und Co. KG - multifunctional door,"Insulated glazing, triple pane",0.582
a7242f91-8912-4756-8f01-a3db1a1e457f,7fc79af4-8de4-44f8-9bf7-69cd5532fca5,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPS molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.693
a7242f91-8912-4756-8f01-a3db1a1e457f,d03450fd-9438-43f7-9ee8-45faa63b1333,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPS molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.693
a7242f91-8912-4756-8f01-a3db1a1e457f,cedc1a00-0e33-4b63-bf1c-c415241504ea,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPS molded part,Nylon part (PA 6.6),0.68
eff098c0-bfee-4482-987e-19bcd245990d,7fc79af4-8de4-44f8-9bf7-69cd5532fca5,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPE molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.699
eff098c0-bfee-4482-987e-19bcd245990d,d03450fd-9438-43f7-9ee8-45faa63b1333,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPE molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.699
eff098c0-bfee-4482-987e-19bcd245990d,cedc1a00-0e33-4b63-bf1c-c415241504ea,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPE molded part,Nylon part (PA 6.6),0.688
673b7b69-7e6b-4361-bf14-f3001e42ca7e,7fc79af4-8de4-44f8-9bf7-69cd5532fca5,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPP molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.715
673b7b69-7e6b-4361-bf14-f3001e42ca7e,d03450fd-9438-43f7-9ee8-45faa63b1333,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPP molded part,"Polyester resin laminated part (GFRP, 30% glass fibres)",0.715
673b7b69-7e6b-4361-bf14-f3001e42ca7e,cedc1a00-0e33-4b63-bf1c-c415241504ea,semi-finished products - Kunststoffwerke Katzbach GmbH & Co. KG - EPP molded part,Nylon part (PA 6.6),0.698
d0c5f885-d25e-4838-a269-cc5b676b79eb,dcf38066-e336-46a7-b0a8-b2453dd2872d,Glass ceramic -  MAGNA Glaskeramik GmbH - MAGNA glass ceramic (2022),"Window glass, single",0.663
d0c5f885-d25e-4838-a269-cc5b676b79eb,3598f7e3-1be1-4a05-9d2e-f41ad4623ced,Glass ceramic -  MAGNA Glaskeramik GmbH - MAGNA glass ceramic (2022),"Window glass, single",0.663
d0c5f885-d25e-4838-a269-cc5b676b79eb,7f39809a-407d-41cc-b0e7-c7e67faff54b,Glass ceramic -  MAGNA Glaskeramik GmbH - MAGNA glass ceramic (2022),Fire resistant glass F30,0.6
0e9fd868-9656-489e-be6c-8251b3d43283,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Façades - Moeding Keramikfassaden GmbH - Alphaton,7.6.01. Sectional garage door,0.606
0e9fd868-9656-489e-be6c-8251b3d43283,161e1abd-fe38-45f6-8658-8bf4fa88eb7c,Façades - Moeding Keramikfassaden GmbH - Alphaton,Fibre cement facade panel,0.606
0e9fd868-9656-489e-be6c-8251b3d43283,26a2ed2d-fef5-4f8e-93db-63ad5b865f66,Façades - Moeding Keramikfassaden GmbH - Alphaton,Fibre cement facade panel,0.606
3c582662-b61f-4898-8600-b6256c84fbdb,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Façades - Moeding Keramikfassaden GmbH - Longoton,7.6.01. Sectional garage door,0.609
3c582662-b61f-4898-8600-b6256c84fbdb,161e1abd-fe38-45f6-8658-8bf4fa88eb7c,Façades - Moeding Keramikfassaden GmbH - Longoton,Fibre cement facade panel,0.609
3c582662-b61f-4898-8600-b6256c84fbdb,26a2ed2d-fef5-4f8e-93db-63ad5b865f66,Façades - Moeding Keramikfassaden GmbH - Longoton,Fibre cement facade panel,0.609
04ffd29d-1cd0-46d2-8971-ea6cb956484a,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Door - Rubner Türen GmbH - Wood front door,7.6.01. Sectional garage door,0.735
04ffd29d-1cd0-46d2-8971-ea6cb956484a,c0915390-0e80-4253-9345-71fd83ef3c99,Door - Rubner Türen GmbH - Wood front door,Clay panel,0.564
04ffd29d-1cd0-46d2-8971-ea6cb956484a,eb255e58-7955-4d25-a333-4db0340b2864,Door - Rubner Türen GmbH - Wood front door,Clay panel,0.564
14a64935-b4d9-4442-be5c-f1adf6042c6d,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Door - Rubner Türen GmbH - Wood interior door,7.6.01. Sectional garage door,0.739
14a64935-b4d9-4442-be5c-f1adf6042c6d,c0915390-0e80-4253-9345-71fd83ef3c99,Door - Rubner Türen GmbH - Wood interior door,Clay panel,0.565
14a64935-b4d9-4442-be5c-f1adf6042c6d,eb255e58-7955-4d25-a333-4db0340b2864,Door - Rubner Türen GmbH - Wood interior door,Clay panel,0.565
64563172-2cb0-4483-ae78-54d08c0a9788,f6861618-5a92-4c3a-94ba-9f7329b29662,Reinforcement and fastening system - solidian GmbH - solidian GRID Q85-CCE-21-E5 (2022),Reinforcement steel wire,0.616
64563172-2cb0-4483-ae78-54d08c0a9788,8565038f-5c21-48d7-94cb-958498ba9dd3,Reinforcement and fastening system - solidian GmbH - solidian GRID Q85-CCE-21-E5 (2022),Reinforcement steel wire,0.616
64563172-2cb0-4483-ae78-54d08c0a9788,d4a53a6a-2a78-4f43-90e1-aca206cb5668,Reinforcement and fastening system - solidian GmbH - solidian GRID Q85-CCE-21-E5 (2022),Reinforcement (synthetic resin trowel),0.572
50cb3dd8-db02-4ba0-a41b-d4d568c13a79,f6861618-5a92-4c3a-94ba-9f7329b29662,Reinforcement and fastening system - solidian GmbH - solidian REBAR,Reinforcement steel wire,0.598
50cb3dd8-db02-4ba0-a41b-d4d568c13a79,d4a53a6a-2a78-4f43-90e1-aca206cb5668,Reinforcement and fastening system - solidian GmbH - solidian REBAR,Reinforcement (synthetic resin trowel),0.598
50cb3dd8-db02-4ba0-a41b-d4d568c13a79,8565038f-5c21-48d7-94cb-958498ba9dd3,Reinforcement and fastening system - solidian GmbH - solidian REBAR,Reinforcement steel wire,0.598
72952cc7-9e13-44b0-8e9f-a0d514a9482e,bacaced7-4299-45f0-93e0-fba6bd3b3e67,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of PBT GF30,"Joint sealing strips, PE/PP foil",0.648
72952cc7-9e13-44b0-8e9f-a0d514a9482e,a122b12f-ae8c-4806-b78c-ba5389bbd52f,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of PBT GF30,"Joint sealing strips, PE/PP foil",0.648
72952cc7-9e13-44b0-8e9f-a0d514a9482e,24f91cc9-f588-4782-b553-8e39f310afc7,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of PBT GF30,"Joint sealing strips, polyisobutylene",0.617
1c610d47-8371-4a68-9b0d-b79a36f9c588,bacaced7-4299-45f0-93e0-fba6bd3b3e67,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled PA 66 GF25,"Joint sealing strips, PE/PP foil",0.667
1c610d47-8371-4a68-9b0d-b79a36f9c588,a122b12f-ae8c-4806-b78c-ba5389bbd52f,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled PA 66 GF25,"Joint sealing strips, PE/PP foil",0.667
1c610d47-8371-4a68-9b0d-b79a36f9c588,a632df4b-08f4-4b10-95bc-73e92d7255b6,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled PA 66 GF25,6.4.02. Polypropylene plastic profile with glass fibre components,0.634
71305574-6d60-4097-b2ee-eae83ab69b2e,bacaced7-4299-45f0-93e0-fba6bd3b3e67,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile PA 66 GF25,"Joint sealing strips, PE/PP foil",0.652
71305574-6d60-4097-b2ee-eae83ab69b2e,a122b12f-ae8c-4806-b78c-ba5389bbd52f,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile PA 66 GF25,"Joint sealing strips, PE/PP foil",0.652
71305574-6d60-4097-b2ee-eae83ab69b2e,24f91cc9-f588-4782-b553-8e39f310afc7,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile PA 66 GF25,"Joint sealing strips, polyisobutylene",0.629
2c6ebeb2-a0d6-4f64-9885-2bebc424f8c3,bacaced7-4299-45f0-93e0-fba6bd3b3e67,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled Low Lambda PA 66 GF25,"Joint sealing strips, PE/PP foil",0.662
2c6ebeb2-a0d6-4f64-9885-2bebc424f8c3,a122b12f-ae8c-4806-b78c-ba5389bbd52f,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled Low Lambda PA 66 GF25,"Joint sealing strips, PE/PP foil",0.662
2c6ebeb2-a0d6-4f64-9885-2bebc424f8c3,a632df4b-08f4-4b10-95bc-73e92d7255b6,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of recycled Low Lambda PA 66 GF25,6.4.02. Polypropylene plastic profile with glass fibre components,0.631
1bc8abf9-4545-4bde-a05f-fb7ec32a2570,bacaced7-4299-45f0-93e0-fba6bd3b3e67,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of Low Lambda PA 66 GF25,"Joint sealing strips, PE/PP foil",0.655
1bc8abf9-4545-4bde-a05f-fb7ec32a2570,a122b12f-ae8c-4806-b78c-ba5389bbd52f,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of Low Lambda PA 66 GF25,"Joint sealing strips, PE/PP foil",0.655
1bc8abf9-4545-4bde-a05f-fb7ec32a2570,a632df4b-08f4-4b10-95bc-73e92d7255b6,Insulating profile - Technoform Bautec Kunststoffprodukte GmbH - Insulating profile made of Low Lambda PA 66 GF25,6.4.02. Polypropylene plastic profile with glass fibre components,0.616
b1278220-55a8-44d8-a18f-7f589be87b03,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Door - Teckentrup GmbH & Co. KG - Multifunctional doors,7.6.01. Sectional garage door,0.707
b1278220-55a8-44d8-a18f-7f589be87b03,076ce1f1-3060-4634-b4e4-c4d5442fe653,Door - Teckentrup GmbH & Co. KG - Multifunctional doors,Steel mullion-transom system with triple glazing,0.595
b1278220-55a8-44d8-a18f-7f589be87b03,77dbec35-a9ed-462f-91dc-c26fce408a2b,Door - Teckentrup GmbH & Co. KG - Multifunctional doors,Steel mullion-transom system with triple glazing,0.595
684a5040-dfd8-4530-973b-17581fcc0f8c,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Sectional door - Lindab A/S - Sectional door LDC,7.6.01. Sectional garage door,0.821
684a5040-dfd8-4530-973b-17581fcc0f8c,076ce1f1-3060-4634-b4e4-c4d5442fe653,Sectional door - Lindab A/S - Sectional door LDC,Steel mullion-transom system with triple glazing,0.577
684a5040-dfd8-4530-973b-17581fcc0f8c,77dbec35-a9ed-462f-91dc-c26fce408a2b,Sectional door - Lindab A/S - Sectional door LDC,Steel mullion-transom system with triple glazing,0.577
98ebe066-ec5b-4b79-8301-166ecc4c7f86,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Sectional door - Lindab A/S - Sectional door LDI,7.6.01. Sectional garage door,0.818
98ebe066-ec5b-4b79-8301-166ecc4c7f86,076ce1f1-3060-4634-b4e4-c4d5442fe653,Sectional door - Lindab A/S - Sectional door LDI,Steel mullion-transom system with triple glazing,0.58
98ebe066-ec5b-4b79-8301-166ecc4c7f86,77dbec35-a9ed-462f-91dc-c26fce408a2b,Sectional door - Lindab A/S - Sectional door LDI,Steel mullion-transom system with triple glazing,0.58
4bd628c6-0a1f-466a-a09a-cafe514a900b,15d41442-f7d9-46fb-9de4-0c7e68a88f69,Sectional door - Lindab A/S - Sectional door LDP,7.6.01. Sectional garage door,0.796
4bd628c6-0a1f-466a-a09a-cafe514a900b,b3bb06b1-fefb-4e57-99ee-aa113000343b,Sectional door - Lindab A/S - Sectional door LDP,1.3.16. Glass reinforcement grid,0.573
4bd628c6-0a1f-466a-a09a-cafe514a900b,076ce1f1-3060-4634-b4e4-c4d5442fe653,Sectional door - Lindab A/S - Sectional door LDP,Steel mullion-transom system with triple glazing,0.559
2904609f-ecc4-49c3-8de0-82cdc697640e,c4c0957c-0e8a-4445-8672-0fc21714751b,Dry fill - Cemwood GmbH - Leveling fill CW,Mineral-modified dry filling material,0.729
2904609f-ecc4-49c3-8de0-82cdc697640e,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,Dry fill - Cemwood GmbH - Leveling fill CW,Ready-mix concrete C20/25,0.617
2904609f-ecc4-49c3-8de0-82cdc697640e,923e1c71-f172-4902-a5f5-c4a1e8a773bc,Dry fill - Cemwood GmbH - Leveling fill CW,Ready-mix concrete C20/25,0.617
d3a7f5a2-ce1a-416e-ac24-8c4e36ce7c78,4bb6f0f6-178c-41e0-8700-bd597f23ccb8,Synwer® ? Syn Sd variabel 100,Damp insulation PA,0.528
d3a7f5a2-ce1a-416e-ac24-8c4e36ce7c78,d6eec5bf-7727-46ab-b1de-62ac94b90016,Synwer® ? Syn Sd variabel 100,Damp insulation PA,0.528
d3a7f5a2-ce1a-416e-ac24-8c4e36ce7c78,9c355da1-8e97-448e-b66b-10e04316bf20,Synwer® ? Syn Sd variabel 100,Underroof membrane PP,0.52
4af19f87-7019-470a-9663-8c0eff0f3c73,4bb6f0f6-178c-41e0-8700-bd597f23ccb8,Synwer® ? Syn Sd variabel 150,Damp insulation PA,0.539
4af19f87-7019-470a-9663-8c0eff0f3c73,d6eec5bf-7727-46ab-b1de-62ac94b90016,Synwer® ? Syn Sd variabel 150,Damp insulation PA,0.539
4af19f87-7019-470a-9663-8c0eff0f3c73,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,Synwer® ? Syn Sd variabel 150,Underroof membrane PP (thickness 0.00015 m),0.523
e51d7fbe-3abf-4b82-be50-13b10acd2a81,9c355da1-8e97-448e-b66b-10e04316bf20,Synwer® ? Syn Sd 2/100,Underroof membrane PP,0.525
e51d7fbe-3abf-4b82-be50-13b10acd2a81,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,Synwer® ? Syn Sd 2/100,Underroof membrane PP (thickness 0.00015 m),0.515
e51d7fbe-3abf-4b82-be50-13b10acd2a81,547d0037-2ebd-40ef-b2a5-1d742afc2851,Synwer® ? Syn Sd 2/100,Bitumen sheets PYE-PV 200 S5 ns (slated),0.506
d132ea77-3d77-41bc-a6b5-4504a1a60748,9c355da1-8e97-448e-b66b-10e04316bf20,Synwer® ? Syn Sd 20/100,Underroof membrane PP,0.528
d132ea77-3d77-41bc-a6b5-4504a1a60748,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,Synwer® ? Syn Sd 20/100,Underroof membrane PP (thickness 0.00015 m),0.519
d132ea77-3d77-41bc-a6b5-4504a1a60748,547d0037-2ebd-40ef-b2a5-1d742afc2851,Synwer® ? Syn Sd 20/100,Bitumen sheets PYE-PV 200 S5 ns (slated),0.513
83028e97-ddb9-4b6b-948c-4fb54f93603a,deb7fe73-3eb8-4f80-937b-7ce3a0a977ed,Synwer® ? Head Protector FH 155,Underroof membrane PP (thickness 0.00015 m),0.611
83028e97-ddb9-4b6b-948c-4fb54f93603a,9c355da1-8e97-448e-b66b-10e04316bf20,Synwer® ? Head Protector FH 155,Underroof membrane PP,0.61
83028e97-ddb9-4b6b-948c-4fb54f93603a,66a90b47-27b8-46ce-830e-8ed22f4165d8,Synwer® ? Head Protector FH 155,Underroof membrane reinforced PE fabric (thickness 0.00015 m),0.6
8ef7b1b9-da21-43c9-a7d1-9a14d9dc7bcf,3e15eb88-e824-4a81-972a-45e06930aa19,"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Aachen-Haaren, Germany",Recycling ready-mix concrete C30/37,0.595
8ef7b1b9-da21-43c9-a7d1-9a14d9dc7bcf,b38f2dac-fa08-4a9c-ae8d-017f6e2f169f,"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Aachen-Haaren, Germany",Recycling ready-mix concrete C30/37,0.595
8ef7b1b9-da21-43c9-a7d1-9a14d9dc7bcf,d6f982e3-beda-49f0-a298-694fcbf3ba38,"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Aachen-Haaren, Germany",Ready-mix concrete C30/37,0.592
f2bf3e4b-10c5-4233-b475-6a8bd6092769,8f11c179-e367-4833-93f3-10597923c79c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling ready-mix concrete C20/25,0.62
f2bf3e4b-10c5-4233-b475-6a8bd6092769,61c0c795-7116-407d-8635-68fe422f76a9,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling ready- mix concrete C25/30,0.62
f2bf3e4b-10c5-4233-b475-6a8bd6092769,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling ready-mix concrete C20/25,0.62
375d08fb-c1e8-4b37-886f-e91d9e29b135,8f11c179-e367-4833-93f3-10597923c79c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarwellingen, Germany",Recycling ready-mix concrete C20/25,0.623
375d08fb-c1e8-4b37-886f-e91d9e29b135,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarwellingen, Germany",Recycling ready-mix concrete C20/25,0.623
375d08fb-c1e8-4b37-886f-e91d9e29b135,3e15eb88-e824-4a81-972a-45e06930aa19,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarwellingen, Germany",Recycling ready-mix concrete C30/37,0.613
50d97298-1f18-404d-b94d-cef5d28f944c,8f11c179-e367-4833-93f3-10597923c79c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany",Recycling ready-mix concrete C20/25,0.592
50d97298-1f18-404d-b94d-cef5d28f944c,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany",Ready-mix concrete C20/25,0.592
50d97298-1f18-404d-b94d-cef5d28f944c,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany",Recycling ready-mix concrete C20/25,0.592
236dd4ac-341b-4b66-8acd-785b2ff9b40c,8f11c179-e367-4833-93f3-10597923c79c,"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334DHFS Version 1, Transportbetonwerk Plettenberg, Germany",Recycling ready-mix concrete C20/25,0.61
236dd4ac-341b-4b66-8acd-785b2ff9b40c,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334DHFS Version 1, Transportbetonwerk Plettenberg, Germany",Recycling ready-mix concrete C20/25,0.61
236dd4ac-341b-4b66-8acd-785b2ff9b40c,61c0c795-7116-407d-8635-68fe422f76a9,"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334DHFS Version 1, Transportbetonwerk Plettenberg, Germany",Recycling ready- mix concrete C25/30,0.609
27b14c44-d32a-46ea-8e33-adc33afe94b5,8f11c179-e367-4833-93f3-10597923c79c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Trier, Germany",Recycling ready-mix concrete C20/25,0.608
27b14c44-d32a-46ea-8e33-adc33afe94b5,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Trier, Germany",Recycling ready-mix concrete C20/25,0.608
27b14c44-d32a-46ea-8e33-adc33afe94b5,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Trier, Germany",Ready-mix concrete C20/25,0.604
ae0dd216-af5b-436c-a991-14338ef11adf,8f11c179-e367-4833-93f3-10597923c79c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany",Recycling ready-mix concrete C20/25,0.594
ae0dd216-af5b-436c-a991-14338ef11adf,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany",Recycling ready-mix concrete C20/25,0.594
ae0dd216-af5b-436c-a991-14338ef11adf,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany",Ready-mix concrete C20/25,0.593
335241f9-db84-486c-9a19-cd5ebb791903,8f11c179-e367-4833-93f3-10597923c79c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany",Recycling ready-mix concrete C20/25,0.609
335241f9-db84-486c-9a19-cd5ebb791903,6739667a-49d1-4a9c-a4b2-eb542167710c,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany",Recycling ready-mix concrete C20/25,0.609
335241f9-db84-486c-9a19-cd5ebb791903,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany",Ready-mix concrete C20/25,0.604
3aa28b10-b83e-46f4-beb6-c8e8d7c87334,8f11c179-e367-4833-93f3-10597923c79c,"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Coesfeld, Germany",Recycling ready-mix concrete C20/25,0.616
