Specific_UUID,Generic_UUID,Specific_Name,Generic_Name,Final_Score
c93da4c3-94c9-4c86-b092-610cf1cf012f,52ac8701-d612-4cc9-8037-b2dc2a293a8c,FOAMGLAS® T4+,Polyethylene foam,0.735
c93da4c3-94c9-4c86-b092-610cf1cf012f,fa802cb7-a64d-48b3-b928-0f9976420d37,FOAMGLAS® T4+,Polyethylene foam,0.735
c93da4c3-94c9-4c86-b092-610cf1cf012f,7091503e-34e5-44cd-9acb-7c2f16f6097f,FOAMGLAS® T4+,Foam glass insulation material,0.708
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,52ac8701-d612-4cc9-8037-b2dc2a293a8c,FOAMGLAS® T3+,Polyethylene foam,0.733
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,fa802cb7-a64d-48b3-b928-0f9976420d37,FOAMGLAS® T3+,Polyethylene foam,0.733
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,7091503e-34e5-44cd-9acb-7c2f16f6097f,FOAMGLAS® T3+,Foam glass insulation material,0.725
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,52ac8701-d612-4cc9-8037-b2dc2a293a8c,FOAMGLAS® F,Polyethylene foam,0.758
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,fa802cb7-a64d-48b3-b928-0f9976420d37,FOAMGLAS® F,Polyethylene foam,0.758
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,7091503e-34e5-44cd-9acb-7c2f16f6097f,FOAMGLAS® F,Foam glass insulation material,0.727
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,7091503e-34e5-44cd-9acb-7c2f16f6097f,FOAMGLAS® S3,Foam glass insulation material,0.712
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,52ac8701-d612-4cc9-8037-b2dc2a293a8c,FOAMGLAS® S3,Polyethylene foam,0.711
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,fa802cb7-a64d-48b3-b928-0f9976420d37,FOAMGLAS® S3,Polyethylene foam,0.711
1f7d7833-7309-4387-9609-8be234332f68,23b67663-f4b0-445e-bbba-b741a59d57e6,Duripanel A2,Bitumen sheets V 60,0.55
1f7d7833-7309-4387-9609-8be234332f68,da3f32e3-7b0d-44f2-ba03-8dd93aa94f75,Duripanel A2,Bitumen sheets V 60,0.55
1f7d7833-7309-4387-9609-8be234332f68,ed391263-0e6d-43dd-ad3e-43607545f281,Duripanel A2,Linoleum,0.536
9591148a-69d2-4824-9935-f258913f531e,23b67663-f4b0-445e-bbba-b741a59d57e6,Duripanel B1,Bitumen sheets V 60,0.523
9591148a-69d2-4824-9935-f258913f531e,da3f32e3-7b0d-44f2-ba03-8dd93aa94f75,Duripanel B1,Bitumen sheets V 60,0.523
9591148a-69d2-4824-9935-f258913f531e,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Duripanel B1,"PE foil, dimpled",0.516
5a580331-75c4-43c8-b732-19fc1cc8e97a,0f2f2410-d9e2-4e0f-837a-987cb3186d81,EGGER DHF,Chipboard (generic),0.546
5a580331-75c4-43c8-b732-19fc1cc8e97a,07a8b3de-9406-4184-bb6e-c9208983c868,EGGER DHF,Chipboard (generic),0.546
5a580331-75c4-43c8-b732-19fc1cc8e97a,24b673e5-b737-4fe9-ab51-ca68391ccdd3,EGGER DHF,Plywood board (generic),0.539
906a624c-2360-4a27-8493-c10fe7d398b2,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K15,Linoleum,0.532
906a624c-2360-4a27-8493-c10fe7d398b2,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K15,Linoleum,0.532
906a624c-2360-4a27-8493-c10fe7d398b2,25db4367-38c5-4483-b392-4fc071170e5e,Kooltherm® K15,Bitumen sheets PYE-PV 200 S5 ns (slated),0.531
d07a1fef-6a6c-405c-84bc-ab82634f9490,25db4367-38c5-4483-b392-4fc071170e5e,Kooltherm® K20,Bitumen sheets PYE-PV 200 S5 ns (slated),0.537
d07a1fef-6a6c-405c-84bc-ab82634f9490,547d0037-2ebd-40ef-b2a5-1d742afc2851,Kooltherm® K20,Bitumen sheets PYE-PV 200 S5 ns (slated),0.537
d07a1fef-6a6c-405c-84bc-ab82634f9490,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K20,Linoleum,0.532
7874a8f3-108e-4c82-824d-5a4d51dfd4b8,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K10,Linoleum,0.528
7874a8f3-108e-4c82-824d-5a4d51dfd4b8,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K10,Linoleum,0.528
7874a8f3-108e-4c82-824d-5a4d51dfd4b8,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K10,Kraft paper,0.518
6136bc06-715a-4ec8-b198-335771bc752f,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K12,Linoleum,0.541
6136bc06-715a-4ec8-b198-335771bc752f,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K12,Linoleum,0.541
6136bc06-715a-4ec8-b198-335771bc752f,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K12,Kraft paper,0.533
412ad711-7828-47f0-99fb-70f42cda755c,25db4367-38c5-4483-b392-4fc071170e5e,Kooltherm® K17,Bitumen sheets PYE-PV 200 S5 ns (slated),0.525
412ad711-7828-47f0-99fb-70f42cda755c,547d0037-2ebd-40ef-b2a5-1d742afc2851,Kooltherm® K17,Bitumen sheets PYE-PV 200 S5 ns (slated),0.525
412ad711-7828-47f0-99fb-70f42cda755c,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K17,Linoleum,0.518
5aaa49cc-c5ee-4664-8a1d-6f6dbee613b1,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K3,Linoleum,0.543
5aaa49cc-c5ee-4664-8a1d-6f6dbee613b1,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K3,Linoleum,0.543
5aaa49cc-c5ee-4664-8a1d-6f6dbee613b1,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K3,Kraft paper,0.518
7726d871-0497-4460-8c87-7dcbc0a01820,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K8 Plus,Linoleum,0.522
7726d871-0497-4460-8c87-7dcbc0a01820,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K8 Plus,Linoleum,0.522
7726d871-0497-4460-8c87-7dcbc0a01820,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K8 Plus,Kraft paper,0.515
2a7b2942-ff5d-4dca-8365-d4ffc28d013d,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K15 C,Linoleum,0.541
2a7b2942-ff5d-4dca-8365-d4ffc28d013d,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K15 C,Linoleum,0.541
2a7b2942-ff5d-4dca-8365-d4ffc28d013d,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K15 C,Kraft paper,0.538
41346ec4-a2fa-454b-9c78-a0267326ccfa,ed391263-0e6d-43dd-ad3e-43607545f281,Kooltherm® K8,Linoleum,0.546
41346ec4-a2fa-454b-9c78-a0267326ccfa,c3d7aef9-38a6-4d2a-a77f-2eee25461482,Kooltherm® K8,Linoleum,0.546
41346ec4-a2fa-454b-9c78-a0267326ccfa,94c64884-f86e-44b1-9e55-8570cce6f43d,Kooltherm® K8,Kraft paper,0.53
770c6ffb-fbdf-4c61-810b-20bcf2f8fbd6,b4634111-dc95-4873-8614-9ab38bd11d42,TPO/FPO Dach-und Dichtungsbahn,Underroof membrane PP,0.527
770c6ffb-fbdf-4c61-810b-20bcf2f8fbd6,9c355da1-8e97-448e-b66b-10e04316bf20,TPO/FPO Dach-und Dichtungsbahn,Underroof membrane PP,0.527
770c6ffb-fbdf-4c61-810b-20bcf2f8fbd6,23b67663-f4b0-445e-bbba-b741a59d57e6,TPO/FPO Dach-und Dichtungsbahn,Bitumen sheets V 60,0.517
9e1a22fd-86f4-4497-a4db-8332cfdbcf62,4a64b834-1c75-40e8-a7c9-cc1fff34a915,PIPELANE pipe sections +A2,Polybutadiene pipe,0.654
9e1a22fd-86f4-4497-a4db-8332cfdbcf62,5a9bb863-f67d-4b2c-b34f-3eb8ed1c8b42,PIPELANE pipe sections +A2,Polybutadiene pipe,0.654
9e1a22fd-86f4-4497-a4db-8332cfdbcf62,cf3d6ac9-0308-452a-8db1-11f60cf2af52,PIPELANE pipe sections +A2,"Concrete pipe, reinforced",0.64
006c17a5-bfbd-4786-8c96-7546e5317f9c,7091503e-34e5-44cd-9acb-7c2f16f6097f,"SAGLAN glass wool, bonded with bio-based adhesive +A2",Foam glass insulation material,0.661
006c17a5-bfbd-4786-8c96-7546e5317f9c,5383d573-9730-4786-9fe5-15d5fab0ec5c,"SAGLAN glass wool, bonded with bio-based adhesive +A2",Melamin resin foam,0.625
006c17a5-bfbd-4786-8c96-7546e5317f9c,cc54d8cb-f26c-41ea-a152-8b28f7fb5b1d,"SAGLAN glass wool, bonded with bio-based adhesive +A2",Melamin resin foam,0.625
cda95e98-8877-4602-b8af-b46060d16efa,45e6dcac-70b9-4982-bf04-4ff566facba1,PROMATECT®-LS,"Precast concrete slab, ceiling, thickness 20cm",0.493
cda95e98-8877-4602-b8af-b46060d16efa,6575f9dd-8a50-440c-90df-30608167c739,PROMATECT®-LS,"Precast concrete slab, ceiling, thickness 20cm",0.493
cda95e98-8877-4602-b8af-b46060d16efa,df5cbb1e-3b07-421b-b7fd-27aa2c38d8b8,PROMATECT®-LS,Roller shutter,0.48
55b8a86c-fde6-4245-9280-fbbfe19a1586,4160dc95-17a6-49c0-9a56-66d062c5c632,designed acoustic ceiling 24 mm,Mineral fibre ceiling board (15 mm),0.623
55b8a86c-fde6-4245-9280-fbbfe19a1586,3175cb36-065b-4bc7-9c7e-dd256bba5e8f,designed acoustic ceiling 24 mm,Mineral fibre ceiling board (15 mm),0.623
55b8a86c-fde6-4245-9280-fbbfe19a1586,45e6dcac-70b9-4982-bf04-4ff566facba1,designed acoustic ceiling 24 mm,"Precast concrete slab, ceiling, thickness 20cm",0.595
2a546096-494e-495b-947f-a29ad6405ff9,27ccffb8-02ec-466d-b925-f6db91d4ef71,Sikaplan G,Bitumen sheets G 200 S4,0.572
2a546096-494e-495b-947f-a29ad6405ff9,bdf0a7e9-3fae-4780-b5ca-3d686c6d46d0,Sikaplan G,Bitumen sheets G 200 S4,0.572
2a546096-494e-495b-947f-a29ad6405ff9,ab14e105-1768-4cd7-bcd2-3436c16fad16,Sikaplan G,PVC roofing membrane,0.54
3e2fcd24-d690-458a-b9e0-c5577f303e47,ab14e105-1768-4cd7-bcd2-3436c16fad16,Sikaplan SGmA,PVC roofing membrane,0.558
3e2fcd24-d690-458a-b9e0-c5577f303e47,57bb6738-f9d8-4c59-b00a-00a217e9feba,Sikaplan SGmA,PVC roofing membrane,0.558
3e2fcd24-d690-458a-b9e0-c5577f303e47,25db4367-38c5-4483-b392-4fc071170e5e,Sikaplan SGmA,Bitumen sheets PYE-PV 200 S5 ns (slated),0.55
e8f279e9-d72d-4645-bb33-5651d9ec07c0,bd924dad-1dbb-47f6-8661-36d1f726841a,Fire Damper BSK-RPR,Diffuser (damp room) T8-36W (LFL),0.626
e8f279e9-d72d-4645-bb33-5651d9ec07c0,1859ec2f-ff4c-4ac4-875e-dd1667cba59a,Fire Damper BSK-RPR,Diffuser (damp room) T8-36W (LFL),0.626
e8f279e9-d72d-4645-bb33-5651d9ec07c0,cc071698-9d73-4315-b470-e13dfcdba10a,Fire Damper BSK-RPR,Chiller (500kW),0.622
a56fae8f-2c29-410f-95a9-a2793c369c0c,9b619143-9ea3-4573-9839-b6ebd75c71a1,NH/ArmaFlex insulation for industrial and building installation,Foam concrete insulation boards,0.741
a56fae8f-2c29-410f-95a9-a2793c369c0c,37532578-b1c0-4ed6-b209-5b4cb1b15729,NH/ArmaFlex insulation for industrial and building installation,Foam concrete insulation boards,0.741
a56fae8f-2c29-410f-95a9-a2793c369c0c,50d421e2-3a7b-4659-92a4-f20d6a52fcf0,NH/ArmaFlex insulation for industrial and building installation,Mineral wool (facade insulation),0.686
e603a04e-3f1b-4441-97e4-1f47e02fb03b,9b619143-9ea3-4573-9839-b6ebd75c71a1,HT/ArmaFlex insulation for industrial and building installation,Foam concrete insulation boards,0.732
e603a04e-3f1b-4441-97e4-1f47e02fb03b,37532578-b1c0-4ed6-b209-5b4cb1b15729,HT/ArmaFlex insulation for industrial and building installation,Foam concrete insulation boards,0.732
e603a04e-3f1b-4441-97e4-1f47e02fb03b,5d087386-ed6b-4786-b37b-87164384927b,HT/ArmaFlex insulation for industrial and building installation,Expanded perlite insulation boards for interior use,0.684
44d20812-1ed2-4e11-9cf0-54a3b7eb56fa,52ac8701-d612-4cc9-8037-b2dc2a293a8c,FOAMGLAS® T3+,Polyethylene foam,0.733
44d20812-1ed2-4e11-9cf0-54a3b7eb56fa,fa802cb7-a64d-48b3-b928-0f9976420d37,FOAMGLAS® T3+,Polyethylene foam,0.733
44d20812-1ed2-4e11-9cf0-54a3b7eb56fa,7091503e-34e5-44cd-9acb-7c2f16f6097f,FOAMGLAS® T3+,Foam glass insulation material,0.725
ca5488a4-2ad3-4c34-957e-c5577d0f18fb,ed391263-0e6d-43dd-ad3e-43607545f281,noraplan® acoustic,Linoleum,0.577
ca5488a4-2ad3-4c34-957e-c5577d0f18fb,c3d7aef9-38a6-4d2a-a77f-2eee25461482,noraplan® acoustic,Linoleum,0.577
ca5488a4-2ad3-4c34-957e-c5577d0f18fb,665ebd38-a8b0-4f78-b627-b351cfaa2ae3,noraplan® acoustic,Rubber floor covering with foam coating EN 1816 (4 mm),0.572
6113aee0-3bdb-4b31-ab4c-4299aadef8b0,f5a8b0c6-0b46-4e1c-901b-643197c38ae2,norament® 928 ed,"Rubber floor covering profiled EN 12199 (3,55 mm)",0.613
6113aee0-3bdb-4b31-ab4c-4299aadef8b0,df441c17-25cb-4a50-add5-a2928933903d,norament® 928 ed,"Rubber floor covering profiled EN 12199 (3,55 mm)",0.613
6113aee0-3bdb-4b31-ab4c-4299aadef8b0,ed391263-0e6d-43dd-ad3e-43607545f281,norament® 928 ed,Linoleum,0.594
c40e2bef-8a2b-4d10-8a97-09a5c31f1610,ed391263-0e6d-43dd-ad3e-43607545f281,noraplan® ed,Linoleum,0.592
c40e2bef-8a2b-4d10-8a97-09a5c31f1610,c3d7aef9-38a6-4d2a-a77f-2eee25461482,noraplan® ed,Linoleum,0.592
c40e2bef-8a2b-4d10-8a97-09a5c31f1610,2fbd1f22-2a0d-4dfb-bfa6-52a861d320f2,noraplan® ed,"6.2.02. Tufted carpet tiles (PA 6), LC3",0.572
ef9fb0ef-36d3-480b-a8fe-83379dd36bbf,ed391263-0e6d-43dd-ad3e-43607545f281,noraplan® ultra grip,Linoleum,0.608
ef9fb0ef-36d3-480b-a8fe-83379dd36bbf,c3d7aef9-38a6-4d2a-a77f-2eee25461482,noraplan® ultra grip,Linoleum,0.608
ef9fb0ef-36d3-480b-a8fe-83379dd36bbf,f5a8b0c6-0b46-4e1c-901b-643197c38ae2,noraplan® ultra grip,"Rubber floor covering profiled EN 12199 (3,55 mm)",0.599
fcfbdffd-7b36-4a2c-ac89-6e99e5ea6670,ed391263-0e6d-43dd-ad3e-43607545f281,noraplan® uni,Linoleum,0.559
fcfbdffd-7b36-4a2c-ac89-6e99e5ea6670,c3d7aef9-38a6-4d2a-a77f-2eee25461482,noraplan® uni,Linoleum,0.559
fcfbdffd-7b36-4a2c-ac89-6e99e5ea6670,2fbd1f22-2a0d-4dfb-bfa6-52a861d320f2,noraplan® uni,"6.2.02. Tufted carpet tiles (PA 6), LC3",0.537
270534ca-3eef-4c9f-a55c-6be7e0c46f8c,26353b00-6cd3-426d-903b-9fc5b1670398,"NedZink NOVA, NedZink NEO, NedZink NOIR",Zinc sheet,0.663
270534ca-3eef-4c9f-a55c-6be7e0c46f8c,8aef9045-4b5f-4362-954f-2edda71f63e6,"NedZink NOVA, NedZink NEO, NedZink NOIR",Lead sheets,0.553
270534ca-3eef-4c9f-a55c-6be7e0c46f8c,43312667-1727-4f43-b8ad-fe82268b7691,"NedZink NOVA, NedZink NEO, NedZink NOIR",Lead sheets,0.553
43eaba9f-7c2a-4132-83af-054962477a58,26353b00-6cd3-426d-903b-9fc5b1670398,NedZink Naturel,Zinc sheet,0.647
43eaba9f-7c2a-4132-83af-054962477a58,2b12108a-b20d-4a46-8ec2-22d0d0a41c6d,NedZink Naturel,"Cotton, organic",0.521
43eaba9f-7c2a-4132-83af-054962477a58,e4800e06-854a-4f09-9114-21340fd19af5,NedZink Naturel,"Cotton, organic",0.521
82c533fa-7117-4101-a286-d2d7c207e696,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Windows - TMP Fenster+Türen GmbH- plastic windows,"Window glass, single",0.683
82c533fa-7117-4101-a286-d2d7c207e696,3598f7e3-1be1-4a05-9d2e-f41ad4623ced,Windows - TMP Fenster+Türen GmbH- plastic windows,"Window glass, single",0.683
82c533fa-7117-4101-a286-d2d7c207e696,3ce53be7-a3e5-4757-b7f9-68a6ecf66eb9,Windows - TMP Fenster+Türen GmbH- plastic windows,Rolling shutter (plastics),0.608
1767b36f-081f-4558-bd02-733614d53370,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Windows - TMP Fenster+Türen GmbH- plastic french doors,"Window glass, single",0.649
1767b36f-081f-4558-bd02-733614d53370,3598f7e3-1be1-4a05-9d2e-f41ad4623ced,Windows - TMP Fenster+Türen GmbH- plastic french doors,"Window glass, single",0.649
1767b36f-081f-4558-bd02-733614d53370,563350f7-fb56-4363-b86a-690227dd450e,Windows - TMP Fenster+Türen GmbH- plastic french doors,Sun protection (metal blinds),0.584
4013dd6f-ca7a-41d3-9d6f-9645af6284e4,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CXP,Window fitting for vertical sliding window,0.685
4013dd6f-ca7a-41d3-9d6f-9645af6284e4,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CXP,Window fitting for vertical sliding window,0.685
4013dd6f-ca7a-41d3-9d6f-9645af6284e4,b30999ac-b5a1-4ccd-bfcf-b9310b458db6,VELUX flat roof window CXP,Window fitting for tilt and turn window,0.677
f6eabc0a-442a-4a72-854c-02a72600901b,b30999ac-b5a1-4ccd-bfcf-b9310b458db6,VELUX flat roof window CVU - solar-powered,Window fitting for tilt and turn window,0.65
f6eabc0a-442a-4a72-854c-02a72600901b,8dc96f29-ec8d-43ba-ba08-a2362003078a,VELUX flat roof window CVU - solar-powered,Window fitting for tilt and turn window,0.65
f6eabc0a-442a-4a72-854c-02a72600901b,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CVU - solar-powered,Window fitting for vertical sliding window,0.642
b38b2ec7-fdef-4260-a19b-97e81b8a5572,5f0bc680-a252-46d6-a47a-a4b5a05318bc,"Tyvek® Monolayer 60 (1060B, 1560B, 2460B)","PE foil, dimpled",0.572
b38b2ec7-fdef-4260-a19b-97e81b8a5572,0dbca1ff-d043-408f-9511-6aeddf8e5f70,"Tyvek® Monolayer 60 (1060B, 1560B, 2460B)","PE foil, dimpled",0.572
b38b2ec7-fdef-4260-a19b-97e81b8a5572,25db4367-38c5-4483-b392-4fc071170e5e,"Tyvek® Monolayer 60 (1060B, 1560B, 2460B)",Bitumen sheets PYE-PV 200 S5 ns (slated),0.547
cacbd190-7acf-4152-8ed3-1e8ef546f49f,fb5aca98-636a-4dcb-b0dd-9ed09117486e,microZINQ(R) hot-dip galvanized steel,Steel sheet hot dip galvanized (2-20mm),0.789
cacbd190-7acf-4152-8ed3-1e8ef546f49f,467aee4d-03e3-4bf5-a916-8d279d5a5f29,microZINQ(R) hot-dip galvanized steel,Steel sheet hot dip galvanized (2-20mm),0.789
cacbd190-7acf-4152-8ed3-1e8ef546f49f,800dc37d-c3a2-4b12-b14b-54f7bc775f47,microZINQ(R) hot-dip galvanized steel,Steel sheet (20µm hot dip galvanized),0.765
f1563cf4-2481-42c5-ad8b-915a86226cf9,fb5aca98-636a-4dcb-b0dd-9ed09117486e,duroZINQ(R) hot-dip galvanized steel,Steel sheet hot dip galvanized (2-20mm),0.781
f1563cf4-2481-42c5-ad8b-915a86226cf9,467aee4d-03e3-4bf5-a916-8d279d5a5f29,duroZINQ(R) hot-dip galvanized steel,Steel sheet hot dip galvanized (2-20mm),0.781
f1563cf4-2481-42c5-ad8b-915a86226cf9,800dc37d-c3a2-4b12-b14b-54f7bc775f47,duroZINQ(R) hot-dip galvanized steel,Steel sheet (20µm hot dip galvanized),0.761
2b928ab3-2188-41ff-ba5c-ca092e4a7391,346fdda1-e570-45fc-aad2-37653c467db5,FAAC A952 Drive for swing doors,Window handle,0.553
2b928ab3-2188-41ff-ba5c-ca092e4a7391,96fd0760-5c7a-4ab6-a29a-050b68fc9c69,FAAC A952 Drive for swing doors,Window handle,0.553
2b928ab3-2188-41ff-ba5c-ca092e4a7391,869a5d98-bf9d-491b-85b1-670f482ff87f,FAAC A952 Drive for swing doors,Steel window fitting,0.538
f386197c-fe0f-4672-81a6-e5537ded379c,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CVU - grid-connected,Window fitting for vertical sliding window,0.673
f386197c-fe0f-4672-81a6-e5537ded379c,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CVU - grid-connected,Window fitting for vertical sliding window,0.673
f386197c-fe0f-4672-81a6-e5537ded379c,b30999ac-b5a1-4ccd-bfcf-b9310b458db6,VELUX flat roof window CVU - grid-connected,Window fitting for tilt and turn window,0.655
54523c49-4b74-4a58-a6ca-f03884de5327,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Tyvek® Monolayer 70 (1570B),"PE foil, dimpled",0.596
54523c49-4b74-4a58-a6ca-f03884de5327,0dbca1ff-d043-408f-9511-6aeddf8e5f70,Tyvek® Monolayer 70 (1570B),"PE foil, dimpled",0.596
54523c49-4b74-4a58-a6ca-f03884de5327,94c64884-f86e-44b1-9e55-8570cce6f43d,Tyvek® Monolayer 70 (1570B),Kraft paper,0.569
296a9b29-7658-4dda-8da1-6794c5c467ca,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CSP - grid-connected,Window fitting for vertical sliding window,0.673
296a9b29-7658-4dda-8da1-6794c5c467ca,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CSP - grid-connected,Window fitting for vertical sliding window,0.673
296a9b29-7658-4dda-8da1-6794c5c467ca,789daaf4-7ef9-473d-87d0-75ae66481c65,VELUX flat roof window CSP - grid-connected,Window fitting for horizontal sliding window,0.661
37e9520e-5b9b-42b0-a5f9-2a145b014566,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CFP,Window fitting for vertical sliding window,0.68
37e9520e-5b9b-42b0-a5f9-2a145b014566,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CFP,Window fitting for vertical sliding window,0.68
37e9520e-5b9b-42b0-a5f9-2a145b014566,b30999ac-b5a1-4ccd-bfcf-b9310b458db6,VELUX flat roof window CFP,Window fitting for tilt and turn window,0.672
95a62086-58ff-48d7-8aa5-f0f1b3a4f8ff,cc071698-9d73-4315-b470-e13dfcdba10a,BKP-EN,Chiller (500kW),0.582
95a62086-58ff-48d7-8aa5-f0f1b3a4f8ff,fb40e2a0-03df-4ee4-8947-29068389e8d5,BKP-EN,Chiller (500kW),0.582
95a62086-58ff-48d7-8aa5-f0f1b3a4f8ff,0edf7a98-0624-4a38-88ce-52b52d4d0fe1,BKP-EN,Oil tank PE-HD (1000l),0.559
f88ae566-9066-4399-83fa-52cc5bcbd5e6,fde18fdc-ca6b-41d3-9918-aab96177fc24,EGGER Design Flooring,PVC floor covering,0.613
f88ae566-9066-4399-83fa-52cc5bcbd5e6,788de5d9-a671-4cd6-9e86-760bb5203ec1,EGGER Design Flooring,PVC floor covering,0.613
f88ae566-9066-4399-83fa-52cc5bcbd5e6,a7c7dd86-4cbe-487c-89f9-1bdd8ebdabec,EGGER Design Flooring,Cork linoleum floor covering,0.605
a62070ae-099f-4ed2-9cb8-322a616ac330,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Tyvek® 2507B,"PE foil, dimpled",0.573
a62070ae-099f-4ed2-9cb8-322a616ac330,0dbca1ff-d043-408f-9511-6aeddf8e5f70,Tyvek® 2507B,"PE foil, dimpled",0.573
a62070ae-099f-4ed2-9cb8-322a616ac330,94c64884-f86e-44b1-9e55-8570cce6f43d,Tyvek® 2507B,Kraft paper,0.56
d6f5ff9f-d108-43e6-b949-25a295b3bf71,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Tyvek® 2524B,"PE foil, dimpled",0.581
d6f5ff9f-d108-43e6-b949-25a295b3bf71,0dbca1ff-d043-408f-9511-6aeddf8e5f70,Tyvek® 2524B,"PE foil, dimpled",0.581
d6f5ff9f-d108-43e6-b949-25a295b3bf71,94c64884-f86e-44b1-9e55-8570cce6f43d,Tyvek® 2524B,Kraft paper,0.578
8285ee5f-464a-4400-ba62-2709367e98d5,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CVP - grid-connected,Window fitting for vertical sliding window,0.681
8285ee5f-464a-4400-ba62-2709367e98d5,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CVP - grid-connected,Window fitting for vertical sliding window,0.681
8285ee5f-464a-4400-ba62-2709367e98d5,789daaf4-7ef9-473d-87d0-75ae66481c65,VELUX flat roof window CVP - grid-connected,Window fitting for horizontal sliding window,0.658
3106ccac-01cc-467f-8bff-8a515c575928,9b619143-9ea3-4573-9839-b6ebd75c71a1,AF/ArmaFlex Evo insulation for industrial and building installation,Foam concrete insulation boards,0.726
3106ccac-01cc-467f-8bff-8a515c575928,37532578-b1c0-4ed6-b209-5b4cb1b15729,AF/ArmaFlex Evo insulation for industrial and building installation,Foam concrete insulation boards,0.726
3106ccac-01cc-467f-8bff-8a515c575928,5d087386-ed6b-4786-b37b-87164384927b,AF/ArmaFlex Evo insulation for industrial and building installation,Expanded perlite insulation boards for interior use,0.677
71be2c6c-87b1-4ba0-ba1b-2a54094c7d5d,ee51a65b-991f-453f-bfbc-4d45fcbafe17,VELUX flat roof window CFU,Window fitting for vertical sliding window,0.671
71be2c6c-87b1-4ba0-ba1b-2a54094c7d5d,b30999ac-b5a1-4ccd-bfcf-b9310b458db6,VELUX flat roof window CFU,Window fitting for tilt and turn window,0.671
71be2c6c-87b1-4ba0-ba1b-2a54094c7d5d,67331443-825b-4e74-87bb-27d5a55dd159,VELUX flat roof window CFU,Window fitting for vertical sliding window,0.671
504c013a-3746-42e4-a44a-dd1100f14898,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Tyvek® 2506B,"PE foil, dimpled",0.576
504c013a-3746-42e4-a44a-dd1100f14898,0dbca1ff-d043-408f-9511-6aeddf8e5f70,Tyvek® 2506B,"PE foil, dimpled",0.576
504c013a-3746-42e4-a44a-dd1100f14898,25db4367-38c5-4483-b392-4fc071170e5e,Tyvek® 2506B,Bitumen sheets PYE-PV 200 S5 ns (slated),0.562
7f4825be-3813-49ca-bf76-176d458ba789,5f0bc680-a252-46d6-a47a-a4b5a05318bc,Tyvek® 2508B,"PE foil, dimpled",0.577
7f4825be-3813-49ca-bf76-176d458ba789,0dbca1ff-d043-408f-9511-6aeddf8e5f70,Tyvek® 2508B,"PE foil, dimpled",0.577
7f4825be-3813-49ca-bf76-176d458ba789,25db4367-38c5-4483-b392-4fc071170e5e,Tyvek® 2508B,Bitumen sheets PYE-PV 200 S5 ns (slated),0.566
